id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,9,SimpleCase,9.000042307692308,M.A,10,1100,0
1,LINK,0,11,SimpleCase,9.000047008547009,M.A,10,1100,1
1,LINK,0,12,SimpleCase,7.000075342465753,M.A,10,1100,2
1,LINK,0,13,SimpleCase,10.000055276381909,M.A,10,1100,3
1,LINK,0,16,SimpleCase,1.0000791366906474,M.A,10,1100,4
1,LINK,0,17,SimpleCase,2.000046808510638,M.A,10,1100,5
2,LINK,1,10,SimpleCase,8.00009090909091,M.A,10,1100,6
3,LINK,2,14,SimpleCase,3.0000423076923077,M.A,10,1100,7
4,LINK,3,15,SimpleCase,7.00005641025641,M.A,10,1100,8
5,LINK,4,16,SimpleCase,4.000079136690648,M.A,10,1100,9
6,LINK,5,17,SimpleCase,6.000046808510638,M.A,10,1100,10
7,LINK,6,14,SimpleCase,3.0000423076923077,M.A,10,1100,11
8,LINK,7,14,SimpleCase,2.0000423076923077,M.A,10,1100,12
1,LINK,7,16,SimpleCase,5.000079136690648,M.A,11.000079136690648,1100,12
1,LINK,16,8,SimpleCase,5.00075,M.B,11.026867041548705,750,13
8,LINK,14,8,SimpleCase,4.00075,M.B,12.026830212550365,750,12
1,LINK,17,8,SimpleCase,8.00075,M.B,12.026834713368697,750,13
3,LINK,14,8,SimpleCase,4.00075,M.B,13.026830212550365,750,12
7,LINK,14,8,SimpleCase,4.00075,M.B,13.053618117408423,750,13
5,LINK,16,8,SimpleCase,5.00075,M.B,14.026867041548705,750,13
6,LINK,17,8,SimpleCase,8.00075,M.B,16.026834713368697,750,12
1,LINK,16,8,SimpleCase,5.00075,M.B,16.026946178239353,750,13
8,LINK,16,8,SimpleCase,5.00075,M.B,16.027580212550365,750,13
1,LINK,16,8,SimpleCase,5.00075,M.B,16.027617041548705,750,13
4,LINK,15,8,SimpleCase,9.00075,M.B,17.026844315114467,750,12
1,LINK,12,8,SimpleCase,5.00075,M.B,17.02686324732381,750,13
2,LINK,10,8,SimpleCase,3.00075,M.B,18.026878813948965,750,13
1,LINK,9,8,SimpleCase,7.00075,M.B,19.026830212550365,750,12
1,LINK,11,8,SimpleCase,7.00075,M.B,19.026834913405064,750,13
9,LINK,0,11,SimpleCase,9.000047008547009,M.A,20,1100,14
9,LINK,0,14,SimpleCase,5.000042307692308,M.A,20,1100,15
9,LINK,0,15,SimpleCase,2.0000564102564105,M.A,20,1100,16
9,LINK,0,16,SimpleCase,1.0000791366906474,M.A,20,1100,17
9,LINK,0,17,SimpleCase,2.000046808510638,M.A,20,1100,18
10,LINK,1,12,SimpleCase,1.0000753424657534,M.A,20,1100,19
11,LINK,2,10,SimpleCase,3.000090909090909,M.A,20,1100,20
12,LINK,3,9,SimpleCase,2.0000423076923077,M.A,20,1100,21
13,LINK,4,13,SimpleCase,7.00005527638191,M.A,20,1100,22
14,LINK,5,12,SimpleCase,9.000075342465754,M.A,20,1100,23
15,LINK,6,16,SimpleCase,7.000079136690648,M.A,20,1100,24
16,LINK,7,9,SimpleCase,6.000042307692308,M.A,20,1100,25
1,LINK,7,13,SimpleCase,9.000055276381909,M.A,20.000055276381907,1100,25
1,LINK,13,8,SimpleCase,2.00075,M.B,20.026843181239965,750,26
1,LINK,13,8,SimpleCase,2.00075,M.B,20.027584713368697,750,26
3,LINK,13,8,SimpleCase,2.00075,M.B,20.028330212550365,750,26
10,LINK,12,8,SimpleCase,5.00075,M.B,21.02686324732381,750,25
9,LINK,16,8,SimpleCase,5.00075,M.B,21.026867041548705,750,26
2,LINK,16,8,SimpleCase,5.00075,M.B,21.027628813948965,750,26
5,LINK,16,8,SimpleCase,5.00075,M.B,21.028367041548705,750,26
12,LINK,9,8,SimpleCase,7.00075,M.B,22.026830212550365,750,24
9,LINK,17,8,SimpleCase,8.00075,M.B,22.026834713368697,750,25
9,LINK,15,8,SimpleCase,9.00075,M.B,22.026844315114467,750,26
1,LINK,15,8,SimpleCase,9.00075,M.B,22.027593181239965,750,26
1,LINK,15,8,SimpleCase,9.00075,M.B,22.02761324732381,750,26
11,LINK,10,8,SimpleCase,3.00075,M.B,23.026878813948965,750,26
1,LINK,10,8,SimpleCase,3.00075,M.B,24.028343181239965,750,26
7,LINK,10,8,SimpleCase,3.00075,M.B,24.029080212550365,750,26
9,LINK,14,8,SimpleCase,4.00075,M.B,25.026830212550365,750,26
16,LINK,9,8,SimpleCase,7.00075,M.B,26.026830212550365,750,26
1,LINK,9,8,SimpleCase,7.00075,M.B,26.027580212550365,750,26
1,LINK,9,8,SimpleCase,7.00075,M.B,26.027584913405065,750,26
4,LINK,9,8,SimpleCase,7.00075,M.B,26.027594315114467,750,26
11,LINK,9,8,SimpleCase,7.00075,M.B,26.027628813948965,750,26
3,LINK,9,8,SimpleCase,7.00075,M.B,26.029093181239965,750,26
1,LINK,9,8,SimpleCase,7.00075,M.B,26.029117041548705,750,26
13,LINK,13,8,SimpleCase,2.00075,M.B,27.02684318123997,750,25
15,LINK,16,8,SimpleCase,5.00075,M.B,27.026867041548705,750,26
10,LINK,16,8,SimpleCase,5.00075,M.B,27.02836324732381,750,26
6,LINK,16,8,SimpleCase,5.00075,M.B,28.028334713368697,750,26
9,LINK,11,8,SimpleCase,7.00075,M.B,29.026834913405064,750,24
14,LINK,12,8,SimpleCase,5.00075,M.B,29.026863247323814,750,25
1,LINK,13,8,SimpleCase,2.00075,M.B,29.026898457621872,750,26
9,LINK,13,8,SimpleCase,2.00075,M.B,29.027580212550365,750,26
13,LINK,13,8,SimpleCase,2.00075,M.B,29.02759318123997,750,26
1,LINK,13,8,SimpleCase,2.00075,M.B,29.028378813948965,750,26
17,LINK,0,9,SimpleCase,9.000042307692308,M.A,30,1100,27
18,LINK,1,17,SimpleCase,1.0000468085106382,M.A,30,1100,28
19,LINK,2,15,SimpleCase,2.0000564102564105,M.A,30,1100,29
20,LINK,3,10,SimpleCase,7.000090909090909,M.A,30,1100,30
21,LINK,4,14,SimpleCase,3.0000423076923077,M.A,30,1100,31
22,LINK,5,13,SimpleCase,2.0000552763819095,M.A,30,1100,32
23,LINK,6,16,SimpleCase,7.000079136690648,M.A,30,1100,33
24,LINK,7,11,SimpleCase,10.000047008547009,M.A,30,1100,34
18,LINK,7,17,SimpleCase,4.000046808510638,M.A,31.00004680851064,1100,34
18,LINK,17,8,SimpleCase,8.00075,M.B,31.026834713368697,750,35
1,LINK,17,8,SimpleCase,8.00075,M.B,31.02834318123997,750,35
8,LINK,17,8,SimpleCase,8.00075,M.B,31.029867041548705,750,35
22,LINK,13,8,SimpleCase,2.00075,M.B,32.02684318123997,750,34
19,LINK,15,8,SimpleCase,9.00075,M.B,32.026844315114474,750,35
