id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,8,SimpleCase,4.000039682539683,M.A,10,1000,0
1,LINK,0,9,SimpleCase,5.0000387596899225,M.A,10,1000,1
1,LINK,0,13,SimpleCase,6.00004,M.A,10,1000,2
1,LINK,0,14,SimpleCase,3.0000408163265306,M.A,10,1000,3
2,LINK,1,10,SimpleCase,9.00003861003861,M.A,10,1000,4
3,LINK,2,11,SimpleCase,8.000047846889952,M.A,10,1000,5
4,LINK,3,12,SimpleCase,4.000050251256281,M.A,10,1000,6
5,LINK,4,15,SimpleCase,3.0000395256916996,M.A,10,1000,7
6,LINK,5,16,SimpleCase,2.0000387596899225,M.A,10,1000,8
7,LINK,6,17,SimpleCase,2.000038314176245,M.A,10,1000,9
7,LINK,6,17,SimpleCase,2.000038314176245,M.A,12.000038314176244,1000,9
6,LINK,6,16,SimpleCase,7.0000387596899225,M.A,12.000038759689922,1000,9
7,LINK,17,7,SimpleCase,3.00075,M.B,12.022370284428757,750,10
6,LINK,16,7,SimpleCase,6.00075,M.B,12.022370729942434,750,11
5,LINK,15,7,SimpleCase,6.00075,M.B,13.022371495944212,750,10
1,LINK,14,7,SimpleCase,2.00075,M.B,13.022372786579043,750,11
1,LINK,8,7,SimpleCase,5.00075,M.B,14.022371652792195,750,9
4,LINK,12,7,SimpleCase,1.00075,M.B,14.022382221508794,750,10
7,LINK,17,7,SimpleCase,3.00075,M.B,14.022408598605,750,11
1,LINK,9,7,SimpleCase,8.00075,M.B,15.022370729942434,750,11
7,LINK,9,7,SimpleCase,8.00075,M.B,15.023120284428757,750,11
1,LINK,9,7,SimpleCase,8.00075,M.B,15.023122786579043,750,11
4,LINK,9,7,SimpleCase,8.00075,M.B,15.023132221508794,750,11
1,LINK,13,7,SimpleCase,7.00075,M.B,16.02237197025251,750,11
3,LINK,11,7,SimpleCase,8.00075,M.B,18.022379817142465,750,11
6,LINK,11,7,SimpleCase,8.00075,M.B,18.023120729942434,750,11
7,LINK,11,7,SimpleCase,8.00075,M.B,18.023870284428757,750,11
2,LINK,10,7,SimpleCase,2.00075,M.B,19.02237058029112,750,10
6,LINK,16,7,SimpleCase,6.00075,M.B,19.022409489632356,750,11
5,LINK,16,7,SimpleCase,6.00075,M.B,19.02312149594421,750,11
1,LINK,16,7,SimpleCase,6.00075,M.B,19.023121652792195,750,11
