,access_rate,epsilon_values,explore/exploit,latency_deviation,total_latency,total_rewards
0,0.58,1.0,explore,3.843291680387124,10.165279551264044,-126.73759135445334
1,0.42000000000000004,1.0,explore,1.44610516245486,9.028006487410387,-0.320974592587551
2,0.5,1.0,explore,6.107436907038213,12.161901195819143,-77.60184451146232
3,0.58,1.0,explore,6.7075738851180775,13.761604131539872,-22.8427560393352
4,0.44000000000000006,1.0,explore,2.2766780056442646,8.415475387303069,-1.7025468039543088
5,0.4800000000000001,1.0,explore,2.264894009950258,9.497613154044,-2.2699326705071927
6,0.42000000000000004,1.0,explore,4.252915532270323,10.379723699501138,-194.42122560637048
7,0.32,1.0,explore,4.46504203657574,12.697802398509287,-23.97914816851514
8,0.52,1.0,explore,4.655472383539802,11.883936920891466,-142.2799371112231
9,0.48,1.0,explore,3.977066731926029,11.216064248613856,-4.642507127697919
10,0.38,1.0,explore,6.865125743804592,13.098189284344437,-596.0326636920184
11,0.5,1.0,explore,3.6430756243839837,8.964905923136179,-3.868509625862407
12,0.45999999999999996,1.0,explore,6.022650963021438,14.255194520000009,-278.8150520908166
13,0.45999999999999996,1.0,explore,3.864911161400147,11.097945951361833,-28.618286345134624
14,0.34,1.0,explore,2.2237945807432493,11.06756463785202,-175.90452383936002
15,0.5,1.0,explore,1.6141485072006767,9.76544809612005,-0.5316929709780791
16,0.44000000000000006,1.0,explore,2.610157486404805,12.662961897236592,-1.9371042364579556
17,0.56,1.0,explore,6.464612236349003,14.697434724279033,-167.11899270352743
18,0.6,1.0,explore,3.222013938762754,11.63360330214524,-1.8952720223098765
19,0.52,1.0,explore,3.6646419430280646,9.89781012728079,-19.714643152278562
20,0.5599999999999999,1.0,explore,6.264047781288623,13.496758023774822,-69.98292367358245
21,0.52,1.0,explore,5.855176630555105,14.18313250285864,-59.64145948506774
22,0.44000000000000006,1.0,explore,1.323332543799355,9.095289546087834,-0.017404215103991715
23,0.5199999999999999,1.0,explore,2.057255061075254,10.02916567688704,-7.159409047526674
24,0.48,1.0,explore,4.656529859805834,9.88537448212801,-144.21687360635946
25,0.54,1.0,explore,2.8143296867149195,9.22193668434902,-0.6117282763994115
26,0.4999999999999999,1.0,explore,4.7077582008959915,11.762025053294675,-41.37795811117739
27,0.62,1.0,explore,6.621852366985436,14.03329694547067,-62.10457345058982
28,0.56,1.0,explore,5.47208710030686,8.709070399527691,-11.616233169064133
29,0.45999999999999996,1.0,explore,2.6663521359488778,9.000428786746516,-1.677368052988419
30,0.38,1.0,explore,4.444076018047488,9.766600507119433,-161.60708530937427
31,0.5599999999999999,1.0,explore,1.241424237959797,10.362873870733024,-0.1048838560551084
32,0.44000000000000006,1.0,explore,0.6177114991224568,8.66957283349984,-0.29587714509617064
33,0.4,1.0,explore,4.231689766323987,13.648111969711795,-31.651638566826684
34,0.45999999999999996,1.0,explore,3.8518028274290343,12.830219873770883,-253.16369433187873
35,0.47999999999999987,1.0,explore,3.2648070140093495,9.497665572239914,-18.347185565610175
36,0.45999999999999996,1.0,explore,3.0360312184158955,13.097150386709833,-98.46663920239953
37,0.45999999999999996,1.0,explore,4.235643216756112,10.554358481826949,-143.752246839114
38,0.58,0.9993000000000001,explore,6.213896252102119,13.621203935559981,-71.51420563490073
39,0.42000000000000004,0.9988000000000001,explore,0.6435842378074949,8.965786564368257,-0.34486818743100106
40,0.52,0.9983000000000002,explore,5.643282988315621,10.965347211230277,-18.239908937380847
41,0.5800000000000001,0.9978000000000002,explore,3.46473873733582,10.697541581047897,-126.90861085282252
42,0.41999999999999993,0.9975000000000003,explore,3.798981061166586,14.03241478876084,-5.465531592326439
43,0.5,0.9965000000000004,explore,3.1072332678568193,8.161325921466489,-1.3828408802847219
44,0.52,0.9961000000000004,explore,4.187694850260071,11.531845852699567,-4.199410571387202
45,0.44000000000000006,0.9956000000000005,explore,2.0938895330611382,9.241218405120861,-2.0992325608881903
46,0.4999999999999999,0.9952000000000005,explore,2.0186978373087507,10.028446220849062,-0.9007032608615921
47,0.44000000000000006,0.9948000000000006,explore,3.463765781883559,8.696259459648015,-9.361050685143619
48,0.52,0.9944000000000006,explore,5.750821079560075,15.877256428706872,-178.81903723544937
49,0.52,0.9939000000000007,explore,3.307612082788721,9.361866043257512,-58.18834459546014
50,0.38,0.9936000000000007,explore,4.464686385715203,12.699096245239465,-14.839354302433572
51,0.5,0.9921000000000009,explore,5.2651127265436015,11.498524195100206,-33.58905139138988
52,0.6,0.9916000000000009,explore,0.8645397636962665,9.097165620848308,-0.05983570372211353
53,0.39999999999999997,0.991100000000001,explore,7.084739327571457,15.227951876017409,-441.33218056991683
54,0.48,0.990600000000001,explore,4.864820167782831,11.097705728890233,-195.28215253032377
55,0.36000000000000004,0.9902000000000011,explore,2.4109863908384384,11.867002585227219,-61.18426652868961
56,0.4,0.9897000000000011,explore,2.5099334434840728,10.308179863781836,-22.176391680636897
57,0.54,0.9892000000000012,explore,4.463266155788443,10.695122844235259,-4.932532491458436
58,0.54,0.9887000000000012,explore,4.842906584244595,14.164622487475146,-158.1532127614557
59,0.44000000000000006,0.9882000000000013,explore,5.264404363467639,11.497156799521575,-491.5065862065206
60,0.38,0.9880000000000013,explore,2.017602645533281,10.026973758209515,-0.36915732941149915
61,0.48,0.9875000000000014,explore,2.2428099473514638,10.56454665499107,-52.7074176855264
62,0.52,0.9870000000000014,explore,2.6642402598102466,9.897028583758471,-2.2981011357396586
63,0.48,0.9865000000000015,explore,7.2430051289658035,14.565021232033882,-573.1056059290033
64,0.56,0.9860000000000015,explore,4.520303669490693,11.758085796624934,-10.791897047641452
65,0.5199999999999999,0.9855000000000016,explore,4.265075508286013,11.497934369527359,-39.422939484104646
66,0.5399999999999999,0.9850000000000017,explore,4.464213143481639,8.696791236209215,-4.961471855936544
67,0.5399999999999999,0.9845000000000017,explore,4.921471222501554,13.76248971130866,-165.20083618795792
68,0.5,0.9836000000000018,explore,2.018144460970949,12.027683275320246,-0.6765159398395154
69,0.64,0.9831000000000019,explore,3.8641657609232185,9.0965180953709,-7.243733463218558
70,0.45999999999999996,0.9826000000000019,explore,3.4649972763153385,10.697859461852149,-385.27936900647853
71,0.58,0.982100000000002,explore,4.820349734376395,9.2310994764245,-6.686706462531562
72,0.48,0.981600000000002,explore,3.855732967417116,9.084639027450013,-8.780052215119012
73,0.45999999999999996,0.9811000000000021,explore,5.093803411799567,11.241462289326982,-387.33538937578214
74,0.58,0.9806000000000021,explore,2.464299378819637,10.696906411870376,-0.5480143223308425
75,0.5199999999999999,0.9801000000000022,explore,6.221473745065383,11.632750038527783,-64.15594538712088
76,0.45999999999999996,0.9796000000000022,explore,1.4646377986440386,8.697361220958607,-1.0502399228778676
77,0.4,0.9792000000000023,explore,1.077232523466614,9.385280284567521,0.0
78,0.5599999999999999,0.9787000000000023,explore,4.27016791731115,8.405796027977935,-4.226132455221977
79,0.4800000000000001,0.9782000000000024,explore,2.835664619838117,10.154039813458617,-8.369093587920208
80,0.58,0.9777000000000025,explore,5.043769506775055,9.36627720896848,-5.292401609672784
81,0.5199999999999999,0.9772000000000025,explore,1.4648031968632322,8.698090473097867,-0.270343763068849
82,0.45999999999999996,0.9768000000000026,explore,3.7951036825363382,9.692927482858979,-10.461905060542515
83,0.56,0.9764000000000026,explore,5.741413180868789,12.862527173626011,-186.01216191647345
84,0.5,0.9760000000000026,explore,4.241220049424457,10.36229083838918,-3.723978006359523
85,0.48,0.9750000000000028,explore,4.695290342649526,10.84433694254572,-404.16852999996945
86,0.58,0.9745000000000028,explore,3.507972587542427,8.562307116882321,-3.2375336688146477
87,0.54,0.9740000000000029,explore,3.4934218857646924,9.640485109113314,-2.7491853330200113
88,0.6,0.9735000000000029,explore,5.728875074073334,12.693798166503756,-29.143643257131878
89,0.52,0.973000000000003,explore,3.0005358460791482,9.501579403111718,-1.5402962614806501
90,0.4800000000000001,0.972500000000003,explore,5.507944353073581,14.562267611556546,-117.47540798325556
91,0.5800000000000001,0.9720000000000031,explore,3.6819664372729877,10.00028011262349,-2.430574426591139
92,0.5199999999999999,0.9716000000000031,explore,4.964395966569063,11.196908295408344,-12.75943659570985
93,0.43999999999999995,0.9711000000000032,explore,4.335889871472162,12.96118270161998,-130.6716416085288
94,0.64,0.9701000000000033,explore,2.820083706490373,11.23045329101815,-0.5967546542423232
95,0.56,0.9696000000000033,explore,5.307092761980748,15.361023985428208,-37.60340368022782
96,0.6000000000000001,0.9691000000000034,explore,1.467997439675097,9.094498194597417,-21.22896092824238
97,0.6199999999999999,0.9687000000000034,explore,1.8402432351749556,12.648442620870636,-0.26283658149726996
98,0.6199999999999999,0.9682000000000035,explore,0.9000378475620974,8.830409861849613,-0.0064035580041118725
99,0.4999999999999999,0.9677000000000036,explore,3.6645230223563288,11.897157579028967,-15.179775886785972
100,0.41999999999999993,0.9672000000000036,explore,0.6355606989716964,8.953864467712945,-0.12679927382918216
101,0.45999999999999996,0.9667000000000037,explore,4.076587861351139,9.215257125567422,-54.95892394714433
102,0.6,0.9662000000000037,explore,2.288126415721296,10.432705869139046,-1.0386356003819435
103,0.44000000000000006,0.9657000000000038,explore,6.064273591180641,12.2970340111178,-206.74462621828542
104,0.48,0.9652000000000038,explore,2.0642107100561957,10.296964405752757,-1.4784484961143876
105,0.52,0.9647000000000039,explore,4.222064579592951,9.633583102803879,-13.976676217388269
106,0.6,0.9642000000000039,explore,3.085456374606115,11.228582707292524,-1.4752159940870642
107,0.5799999999999998,0.963700000000004,explore,6.643001210440569,14.965091861910958,-55.22003704072788
108,0.5,0.963200000000004,explore,4.693260132171751,8.840404979576928,-27.414092008837077
109,0.38,0.9627000000000041,explore,1.6432195157075278,8.965396341477684,-2.747851124580966
110,0.4,0.9622000000000042,explore,3.2861924994486786,8.42968205812304,-20.883306443667934
111,0.54,0.9617000000000042,explore,3.0869947578630583,9.23092257047161,-7.569828815292783
112,0.4600000000000001,0.9613000000000043,explore,3.476074311569065,11.714574578731275,-10.589100882447275
113,0.47999999999999987,0.9608000000000043,explore,4.264503958176297,9.49711373973621,-65.9978433415993
114,0.42000000000000004,0.9604000000000044,explore,0.9019406740020335,9.032088475009731,-1.139632476373155
115,0.45999999999999996,0.9599000000000044,explore,4.653351695828542,12.98032115087636,-157.92471152265466
116,0.48,0.9595000000000045,explore,1.0003600030315911,9.34910735750113,-0.16068715101863137
117,0.44000000000000006,0.9590000000000045,explore,5.862539836363182,11.09472872501729,-157.46876717109112
118,0.58,0.9585000000000046,explore,4.055413473068956,10.28393014943125,-141.0267230921405
119,0.5199999999999999,0.9580000000000046,explore,5.243650008430064,12.566072739533912,-150.60776332620588
120,0.44000000000000006,0.9575000000000047,explore,4.064257444326158,10.296923910250204,-143.77950276288698
121,0.5,0.9565000000000048,explore,1.8924659589546888,8.161595421137427,0.0
122,0.5599999999999999,0.9561000000000048,explore,3.4676214670356265,11.702611728112494,-2.811887850039063
123,0.48,0.9556000000000049,explore,3.6641796570802208,9.896878054230767,-3.3214224772415606
124,0.54,0.955100000000005,explore,4.22789401499367,12.542167414791562,-123.28356443256732
125,0.33999999999999997,0.954600000000005,explore,3.8857549732173178,12.029047437508588,-151.30546549242084
126,0.52,0.954100000000005,explore,3.2520035729263532,10.578302137269997,-382.7361393230331
127,0.44000000000000006,0.9538000000000051,explore,1.0472305707486675,9.143717644152668,-0.2629936889307201
128,0.54,0.9533000000000051,explore,4.000610478917412,11.50180379895689,-17.92333488657058
129,0.4,0.9529000000000052,explore,2.6860699608925502,11.029789611301652,-66.08014534106438
130,0.5,0.9519000000000053,explore,4.284843481852785,8.428054284112536,-5.465943765112909
131,0.48,0.9514000000000054,explore,2.8650320604009036,11.098007033050989,-3.5306200560451066
132,0.5399999999999999,0.9510000000000054,explore,1.446102881974641,9.37661445210006,-3.245699102962887
133,0.4,0.9506000000000054,explore,4.4639736246312065,8.696404062757372,-18.113071488777173
134,0.5,0.9501000000000055,explore,4.664965179881823,13.897882668453041,-12.65846608205687
135,0.56,0.9496000000000056,explore,4.086047243802452,11.229414565349563,-7.251526526524335
136,0.4999999999999999,0.9493000000000056,explore,1.155377086011918,10.03040943526779,-0.4281286079151143
137,0.52,0.9489000000000056,explore,4.465055300241259,12.698789438911513,-10.126074555533842
138,0.52,0.9484000000000057,explore,4.031437319802673,12.447548544749498,-5.365040167284598
139,0.5,0.9479000000000057,explore,4.422223682247973,12.83376063933656,-84.95988181602803
140,0.5599999999999999,0.9469000000000058,explore,2.6646728451046116,9.89776289321126,-19.377338637676075
141,0.42000000000000004,0.9464000000000059,explore,2.234448242853775,12.552276588440275,-8.029371392476374
142,0.6599999999999999,0.945900000000006,explore,1.2837683348913909,8.426155184070963,-0.05006555147633349
143,0.42000000000000004,0.945400000000006,explore,4.736592773145411,10.705189526903295,-452.41238843792416
144,0.5,0.9449000000000061,explore,3.7925503158185982,10.289135246447962,-46.87590803037454
145,0.48,0.9445000000000061,explore,4.687473886541095,13.032063761719538,-5.908233446196675
146,0.48,0.9440000000000062,explore,2.422162547671279,10.833495638124596,-17.579985945469886
147,0.6,0.9430000000000063,explore,2.4856307170558987,9.629022613810186,-51.94444870428117
148,0.52,0.9420000000000064,explore,3.516625188174146,8.5753222086587,-1.5950913795976596
149,0.45999999999999996,0.9415000000000064,explore,4.443317280227378,11.76526872699644,-61.751836118360714
150,0.6,0.9411000000000065,explore,2.4461122747506416,10.696504837338232,-2.9150762112341213
151,0.5800000000000001,0.9406000000000065,explore,2.138829771632621,9.10870956139956,-0.8909970397774865
152,0.6599999999999999,0.9401000000000066,explore,2.8986090315355426,10.691429277444483,-7.99433843203641
153,0.5800000000000001,0.9396000000000067,explore,2.6426548158933065,10.964866533641018,-0.5742112367308689
154,0.54,0.9386000000000068,explore,5.243565365703384,12.56570679057634,-78.03859659781963
155,0.5,0.9381000000000068,explore,2.5926213062629344,11.089312110200243,-19.379493097214116
156,0.42000000000000004,0.9378000000000069,explore,3.4291059346739705,11.811358421370514,-1.7309083041446585
157,0.45999999999999996,0.9373000000000069,explore,7.073595269137803,12.311055524789364,-445.7492711810661
158,0.44000000000000006,0.936800000000007,explore,4.129195454273186,13.09444063637888,-284.4512339433235
159,0.4600000000000001,0.936300000000007,explore,0.8649778552604122,9.097750448050574,-0.46714761715355124
160,0.5,0.9358000000000071,explore,3.255790874683631,9.484075261625495,-19.432991720618475
161,0.52,0.9353000000000071,explore,2.8856025025201424,10.028812156211158,-4.786076828714245
162,0.58,0.9348000000000072,explore,1.9302762221318979,7.896937311921254,-0.25984042567168686
163,0.5,0.9343000000000072,explore,1.7081307472879061,9.763637051164423,-1.1902999320587928
164,0.5999999999999999,0.9340000000000073,explore,8.464992732646627,16.697813571132066,-270.7545323987845
165,0.42000000000000004,0.9335000000000073,explore,4.63416020505654,10.952107107247446,-140.49965822660732
166,0.5,0.9330000000000074,explore,5.064591736016419,12.297622163750736,-146.78322615704695
167,0.54,0.9325000000000074,explore,2.264996662401431,11.497829733123037,-2.465493777773879
168,0.4,0.9315000000000075,explore,2.6997825947322402,9.750121853865071,-11.570830469243418
169,0.36,0.9311000000000076,explore,2.9647443139019862,11.197401598926776,-25.170215113970666
170,0.5800000000000001,0.9306000000000076,explore,2.8436307611823004,10.165769341939727,-1.9799080681516006
171,0.42000000000000004,0.9301000000000077,explore,3.5289703704531306,9.49390472471233,-9.618241348499788
172,0.43999999999999995,0.9297000000000077,explore,0.7443678205592148,9.679810431181844,-0.25722797248544416
173,0.52,0.9293000000000078,explore,1.4766517375677914,8.715904308049264,-0.49552011593906875
174,0.44000000000000006,0.9289000000000078,explore,3.0183550929036813,10.02784705552423,-532.8608540735935
175,0.5,0.9284000000000079,explore,0.7229100440341079,9.09457294663621,-0.1283560400317795
176,0.5,0.9279000000000079,explore,1.2126878403401125,11.36837689506164,-0.2968553942293429
177,0.5800000000000001,0.927400000000008,explore,2.6228461261351623,10.034894935380093,-3.326171088609314
178,0.54,0.926900000000008,explore,4.264374712362665,9.497584603373001,-53.27172009964022
179,0.45999999999999996,0.9264000000000081,explore,4.294305059806462,8.441843539850154,-8.965253105569078
180,0.56,0.9259000000000082,explore,3.464698951553776,8.697908308950264,-3.466435785272126
181,0.5800000000000001,0.9254000000000082,explore,0.8225441293959861,9.234213540808536,-0.34143295740431523
182,0.54,0.9250000000000083,explore,2.24087306178079,8.361645149514745,-0.6434983841137512
183,0.5999999999999999,0.9245000000000083,explore,1.5074894515671236,8.562676491400271,-0.42620106315933504
184,0.54,0.9240000000000084,explore,1.4528030076440044,9.244774076079143,-0.9506006134056036
185,0.52,0.9235000000000084,explore,4.442673201795558,11.764256511029826,-395.5520864270355
186,0.56,0.9231000000000085,explore,3.464373364042851,9.697207083669337,-3.697711111851872
