id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
1,COMP_M,SimpleCase,ServiceA,M.A,0,23,0,13,Sensor,2.2558235668961837,44.25612431877588,46.511947885672065,40.0,44.25612431877588
1,COMP_M,SimpleCase,ServiceA,M.A,0,20,0,10,Sensor,2.2558235668961837,46.256192230490655,48.51201579738684,40.0,46.256192230490655
4,COMP_M,SimpleCase,ServiceA,M.A,3,24,3,14,Sensor,2.2558235668961837,47.25627049427049,49.51209406116667,40.0,47.25627049427049
1,COMP_M,SimpleCase,ServiceA,M.A,0,26,0,16,Sensor,2.2558235668961837,48.256148770148215,50.5119723370444,40.0,48.256148770148215
1,COMP_M,SimpleCase,ServiceA,M.A,0,27,0,17,Sensor,2.2558235668961837,48.2562063420158,50.512029908911984,40.0,48.2562063420158
3,COMP_M,SimpleCase,ServiceA,M.A,2,21,2,11,Sensor,2.2558235668961837,48.2562081822808,50.512031749176984,40.0,48.2562081822808
2,COMP_M,SimpleCase,ServiceA,M.A,1,19,1,9,Sensor,2.2558235668961837,49.256137292386384,51.51196085928257,40.0,49.256137292386384
5,COMP_M,SimpleCase,ServiceA,M.A,4,24,4,14,Sensor,2.2558235668961837,49.51209406116667,51.767917628062854,40.0,47.25627049427049
6,COMP_M,SimpleCase,ServiceA,M.A,5,26,5,16,Sensor,2.2558235668961837,50.5119723370444,52.76779590394058,40.0,48.256148770148215
7,COMP_M,SimpleCase,ServiceA,M.A,6,21,6,11,Sensor,2.2558235668961837,50.512031749176984,52.76785531607317,40.0,49.2562081822808
1,SINK_M,SimpleCase,Actuator,M.B,20,8,10,8,ServiceA,0,50.61018130434509,50.61018130434509,48.51201579738684,50.61018130434509
