id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,7,SimpleCase,5.000042307692308,M.A,10,1100,0
2,LINK,1,8,SimpleCase,8.000053398058252,M.A,10,1100,1
3,LINK,2,9,SimpleCase,8.000052884615384,M.A,10,1100,2
4,LINK,3,10,SimpleCase,10.00004296875,M.A,10,1100,3
5,LINK,4,11,SimpleCase,1.0000486725663718,M.A,10,1100,4
6,LINK,5,12,SimpleCase,1.0000791366906474,M.A,10,1100,5
5,LINK,5,11,SimpleCase,3.0000486725663715,M.A,11.000048672566372,1100,5
6,LINK,5,12,SimpleCase,1.0000791366906474,M.A,11.000079136690648,1100,5
5,LINK,11,6,SimpleCase,10.00075,M.B,11.022372104494949,750,6
6,LINK,12,6,SimpleCase,2.00075,M.B,11.022402568619224,750,7
6,LINK,12,6,SimpleCase,2.00075,M.B,12.022481705309872,750,7
6,LINK,12,6,SimpleCase,2.00075,M.B,13.023152568619224,750,7
5,LINK,11,6,SimpleCase,10.00075,M.B,14.02242077706132,750,7
1,LINK,7,6,SimpleCase,3.00075,M.B,15.022365739620884,750,7
6,LINK,7,6,SimpleCase,3.00075,M.B,15.023902568619224,750,7
6,LINK,7,6,SimpleCase,3.00075,M.B,17.024652568619224,750,7
3,LINK,9,6,SimpleCase,7.00075,M.B,18.022376316543962,750,6
2,LINK,8,6,SimpleCase,10.00075,M.B,18.02237682998683,750,7
1,LINK,8,6,SimpleCase,10.00075,M.B,18.023115739620884,750,7
7,LINK,0,8,SimpleCase,4.000053398058252,M.A,20,1100,8
7,LINK,0,9,SimpleCase,9.000052884615384,M.A,20,1100,9
7,LINK,0,11,SimpleCase,4.000048672566372,M.A,20,1100,10
7,LINK,0,14,SimpleCase,6.00004641350211,M.A,20,1100,11
8,LINK,1,13,SimpleCase,7.00004641350211,M.A,20,1100,12
9,LINK,2,12,SimpleCase,10.000079136690648,M.A,20,1100,13
10,LINK,3,7,SimpleCase,10.000042307692308,M.A,20,1100,14
11,LINK,4,10,SimpleCase,4.00004296875,M.A,20,1100,15
12,LINK,5,10,SimpleCase,9.00004296875,M.A,20,1100,16
4,LINK,5,10,SimpleCase,9.00004296875,M.A,20.00004296875,1100,16
4,LINK,10,6,SimpleCase,2.00075,M.B,20.022366400678578,750,17
5,LINK,10,6,SimpleCase,2.00075,M.B,21.02312210449495,750,17
6,LINK,10,6,SimpleCase,2.00075,M.B,21.023865739620884,750,17
4,LINK,10,6,SimpleCase,2.00075,M.B,22.02311640067858,750,17
11,LINK,10,6,SimpleCase,2.00075,M.B,24.022366400678578,750,15
7,LINK,11,6,SimpleCase,10.00075,M.B,24.02237210449495,750,16
7,LINK,8,6,SimpleCase,10.00075,M.B,24.02237682998683,750,17
5,LINK,8,6,SimpleCase,10.00075,M.B,24.02386640067858,750,17
6,LINK,8,6,SimpleCase,10.00075,M.B,24.024615739620884,750,17
3,LINK,8,6,SimpleCase,10.00075,M.B,25.023126316543962,750,17
7,LINK,14,6,SimpleCase,10.00075,M.B,26.02236984543069,750,17
6,LINK,14,6,SimpleCase,10.00075,M.B,26.02461640067858,750,17
8,LINK,13,6,SimpleCase,2.00075,M.B,27.02236984543069,750,17
2,LINK,13,6,SimpleCase,2.00075,M.B,28.02312682998683,750,17
4,LINK,13,6,SimpleCase,2.00075,M.B,28.02536640067858,750,17
12,LINK,10,6,SimpleCase,2.00075,M.B,29.022366400678578,750,16
7,LINK,9,6,SimpleCase,7.00075,M.B,29.022376316543962,750,17
8,LINK,9,6,SimpleCase,7.00075,M.B,29.02311984543069,750,17
13,LINK,0,7,SimpleCase,5.000042307692308,M.A,30,1100,18
14,LINK,1,11,SimpleCase,5.000048672566372,M.A,30,1100,19
15,LINK,2,8,SimpleCase,1.0000533980582524,M.A,30,1100,20
16,LINK,3,14,SimpleCase,4.00004641350211,M.A,30,1100,21
17,LINK,4,13,SimpleCase,4.00004641350211,M.A,30,1100,22
18,LINK,5,10,SimpleCase,9.00004296875,M.A,30,1100,23
10,LINK,5,7,SimpleCase,5.000042307692308,M.A,30.000042307692308,1100,23
9,LINK,5,12,SimpleCase,1.0000791366906474,M.A,30.000079136690648,1100,23
10,LINK,7,6,SimpleCase,3.00075,M.B,30.022365739620884,750,24
9,LINK,12,6,SimpleCase,2.00075,M.B,30.022402568619224,750,25
11,LINK,12,6,SimpleCase,2.00075,M.B,30.02611640067858,750,25
15,LINK,8,6,SimpleCase,10.00075,M.B,31.02237682998683,750,24
9,LINK,12,6,SimpleCase,2.00075,M.B,31.022481705309872,750,25
2,LINK,12,6,SimpleCase,2.00075,M.B,31.02386984543069,750,25
5,LINK,12,6,SimpleCase,2.00075,M.B,31.02387210449495,750,25
9,LINK,12,6,SimpleCase,2.00075,M.B,32.023152568619224,750,25
12,LINK,12,6,SimpleCase,2.00075,M.B,32.02686640067858,750,25
10,LINK,12,6,SimpleCase,2.00075,M.B,33.023115739620884,750,25
4,LINK,12,6,SimpleCase,2.00075,M.B,33.02461984543069,750,25
16,LINK,14,6,SimpleCase,10.00075,M.B,34.02236984543069,750,24
17,LINK,13,6,SimpleCase,2.00075,M.B,34.02236984543069,750,25
11,LINK,13,6,SimpleCase,2.00075,M.B,34.02390256861922,750,25
13,LINK,7,6,SimpleCase,3.00075,M.B,35.02236573962089,750,23
14,LINK,11,6,SimpleCase,10.00075,M.B,35.02237210449495,750,24
10,LINK,7,6,SimpleCase,3.00075,M.B,35.044689171549464,750,25
7,LINK,7,6,SimpleCase,3.00075,M.B,36.023119845430685,750,24
17,LINK,7,6,SimpleCase,3.00075,M.B,36.023119845430685,750,25
7,LINK,7,6,SimpleCase,3.00075,M.B,36.023126316543966,750,25
9,LINK,7,6,SimpleCase,3.00075,M.B,36.02465256861922,750,25
4,LINK,10,6,SimpleCase,2.00075,M.B,38.02240936942858,750,25
13,LINK,10,6,SimpleCase,2.00075,M.B,38.02311573962089,750,25
11,LINK,10,6,SimpleCase,2.00075,M.B,38.02386984543068,750,25
1,LINK,10,6,SimpleCase,2.00075,M.B,38.02387682998683,750,25
2,LINK,10,6,SimpleCase,2.00075,M.B,38.025402568619214,750,25
19,LINK,0,7,SimpleCase,5.000445945945946,M.A,40,1100,26
20,LINK,1,9,SimpleCase,1.0002588235294119,M.A,40,1100,27
21,LINK,2,12,SimpleCase,10.00027731092437,M.A,40,1100,28
22,LINK,3,8,SimpleCase,10.00034554973822,M.A,40,1100,29
23,LINK,4,13,SimpleCase,4.00045205479452,M.A,40,1100,30
24,LINK,5,14,SimpleCase,3.0002933333333335,M.A,40,1100,31
20,LINK,5,9,SimpleCase,9.000258823529412,M.A,41.000258823529414,1100,29
20,LINK,9,6,SimpleCase,7.00075,M.B,41.02258225545799,750,30
