state,Edge Device,Latency,Edge_Device
"{'PR': {0: 9, 1: 5, 2: 7, 3: 9, 4: 5, 5: 10, 6: 3, 7: 3, 8: 5, 9: 6}, 'memories': {0: (400, 19600), 1: (600, 19400), 2: (400, 19600), 3: (200, 19800), 4: (600, 19400), 5: (400, 19600), 6: (600, 19400), 7: (400, 19600), 8: (200, 19800), 9: (400, 19600)}, 'bandwidth': {0: (3.466666666666667, 3.466666666666667), 1: (3.283333333333333, 3.283333333333333), 2: (2.9, 2.9), 3: (2.9499999999999997, 2.9499999999999997), 4: (3.233333333333333, 3.233333333333333), 5: (3.983333333333333, 3.983333333333333), 6: (4.266666666666667, 4.266666666666667), 7: (4.166666666666667, 4.166666666666667), 8: (4.3, 4.3), 9: (4.183333333333334, 4.183333333333334)}, 'input_size': 900}",,15.357842184211805,8.0
"{'PR': {0: 8, 1: 1, 2: 9, 3: 9, 4: 10, 5: 7, 6: 1, 7: 1, 8: 5, 9: 8}, 'memories': {0: (400, 19600), 1: (200, 19800), 2: (600, 19400), 3: (400, 19600), 4: (200, 19800), 5: (200, 19800), 6: (400, 19600), 7: (400, 19600), 8: (200, 19800), 9: (400, 19600)}, 'bandwidth': {0: (3.716666666666667, 3.716666666666667), 1: (3.483333333333333, 3.483333333333333), 2: (3.1666666666666665, 3.1666666666666665), 3: (4.0, 4.0), 4: (1.4383333333333335, 1.4383333333333335), 5: (4.266666666666667, 4.266666666666667), 6: (4.133333333333334, 4.133333333333334), 7: (3.75, 3.75), 8: (4.333333333333333, 4.333333333333333), 9: (3.75, 3.75)}, 'input_size': 1000}",,8.698180591165908,1.0
"{'PR': {0: 4, 1: 4, 2: 4, 3: 1, 4: 9, 5: 2, 6: 5, 7: 1, 8: 1, 9: 9}, 'memories': {0: (400, 19600), 1: (400, 19600), 2: (200, 19800), 3: (600, 19400), 4: (600, 19400), 5: (600, 19400), 6: (400, 19600), 7: (600, 19400), 8: (200, 19800), 9: (600, 19400)}, 'bandwidth': {0: (2.3181818181818183, 2.3181818181818183), 1: (1.8363636363636362, 1.8363636363636362), 2: (1.9454545454545453, 1.9454545454545453), 3: (1.9363636363636365, 1.9363636363636365), 4: (1.6272727272727272, 1.6272727272727272), 5: (2.1363636363636362, 2.1363636363636362), 6: (2.1363636363636362, 2.1363636363636362), 7: (2.2636363636363637, 2.2636363636363637), 8: (2.290909090909091, 2.290909090909091), 9: (1.8636363636363635, 1.8636363636363635)}, 'input_size': 1100}",,24.698931771459044,4.0
"{'PR': {0: 1, 1: 8, 2: 8, 3: 3, 4: 1, 5: 2, 6: 9, 7: 1, 8: 3, 9: 6}, 'memories': {0: (200, 19800), 1: (200, 19800), 2: (400, 19600), 3: (200, 19800), 4: (600, 19400), 5: (400, 19600), 6: (200, 19800), 7: (600, 19400), 8: (400, 19600), 9: (600, 19400)}, 'bandwidth': {0: (1.7, 1.7), 1: (2.109090909090909, 2.109090909090909), 2: (2.290909090909091, 2.290909090909091), 3: (2.1818181818181817, 2.1818181818181817), 4: (2.209090909090909, 2.209090909090909), 5: (1.5090909090909093, 1.5090909090909093), 6: (1.8636363636363635, 1.8636363636363635), 7: (1.8727272727272728, 1.8727272727272728), 8: (1.9454545454545453, 1.9454545454545453), 9: (2.3272727272727276, 2.3272727272727276)}, 'input_size': 1000}",,24.698003029900207,6.0
"{'PR': {0: 4, 1: 1, 2: 2, 3: 8, 4: 9, 5: 8, 6: 7, 7: 7, 8: 9, 9: 4}, 'memories': {0: (200, 19800), 1: (400, 19600), 2: (200, 19800), 3: (400, 19600), 4: (600, 19400), 5: (200, 19800), 6: (600, 19400), 7: (600, 19400), 8: (400, 19600), 9: (400, 19600)}, 'bandwidth': {0: (24.0, 24.0), 1: (25.4, 25.4), 2: (25.2, 25.2), 3: (22.6, 22.6), 4: (24.9, 24.9), 5: (24.6, 24.6), 6: (20.4, 20.4), 7: (22.1, 22.1), 8: (23.9, 23.9), 9: (13.9, 13.9)}, 'input_size': 900}",,22.69879945759805,3.0
"{'PR': {0: 5, 1: 10, 2: 3, 3: 7, 4: 7, 5: 8, 6: 7, 7: 2, 8: 3, 9: 7}, 'memories': {0: (400, 19600), 1: (200, 19800), 2: (600, 19400), 3: (400, 19600), 4: (400, 19600), 5: (600, 19400), 6: (400, 19600), 7: (400, 19600), 8: (600, 19400), 9: (600, 19400)}, 'bandwidth': {0: (2.8444444444444446, 2.8444444444444446), 1: (2.533333333333333, 2.533333333333333), 2: (2.3333333333333335, 2.3333333333333335), 3: (2.0, 2.0), 4: (2.788888888888889, 2.788888888888889), 5: (2.3777777777777778, 2.3777777777777778), 6: (2.488888888888889, 2.488888888888889), 7: (2.6555555555555554, 2.6555555555555554), 8: (2.8555555555555556, 2.8555555555555556), 9: (2.788888888888889, 2.788888888888889)}, 'input_size': 900}",,20.69648855600971,4.0
"{'PR': {0: 5, 1: 4, 2: 9, 3: 8, 4: 4, 5: 9, 6: 4, 7: 8, 8: 3, 9: 3}, 'memories': {0: (600, 19400), 1: (200, 19800), 2: (200, 19800), 3: (600, 19400), 4: (600, 19400), 5: (200, 19800), 6: (400, 19600), 7: (200, 19800), 8: (600, 19400), 9: (600, 19400)}, 'bandwidth': {0: (22.4, 22.4), 1: (26.0, 26.0), 2: (19.1, 19.1), 3: (25.4, 25.4), 4: (24.4, 24.4), 5: (20.9, 20.9), 6: (13.5, 13.5), 7: (18.5, 18.5), 8: (26.4, 26.4), 9: (25.7, 25.7)}, 'input_size': 900}",,15.356753106662559,0.0
"{'PR': {0: 4, 1: 8, 2: 10, 3: 8, 4: 3, 5: 3, 6: 4, 7: 6, 8: 8, 9: 9}, 'memories': {0: (200, 19800), 1: (200, 19800), 2: (200, 19800), 3: (600, 19400), 4: (400, 19600), 5: (400, 19600), 6: (600, 19400), 7: (600, 19400), 8: (400, 19600), 9: (600, 19400)}, 'bandwidth': {0: (3.1285714285714286, 3.1285714285714286), 1: (2.8285714285714287, 2.8285714285714287), 2: (2.0285714285714285, 2.0285714285714285), 3: (2.9285714285714284, 2.9285714285714284), 4: (3.1571428571428575, 3.1571428571428575), 5: (3.5142857142857147, 3.5142857142857147), 6: (3.457142857142857, 3.457142857142857), 7: (3.6285714285714286, 3.6285714285714286), 8: (3.742857142857143, 3.742857142857143), 9: (3.5714285714285716, 3.5714285714285716)}, 'input_size': 1000}",,26.697260575325345,2.0
"{'PR': {0: 6, 1: 5, 2: 8, 3: 8, 4: 5, 5: 7, 6: 1, 7: 9, 8: 5, 9: 4}, 'memories': {0: (400, 19600), 1: (600, 19400), 2: (200, 19800), 3: (600, 19400), 4: (200, 19800), 5: (200, 19800), 6: (400, 19600), 7: (600, 19400), 8: (400, 19600), 9: (600, 19400)}, 'bandwidth': {0: (2.6, 2.6), 1: (2.9375, 2.9375), 2: (1.07875, 1.07875), 3: (3.125, 3.125), 4: (2.2375, 2.2375), 5: (3.05, 3.05), 6: (3.1875, 3.1875), 7: (2.675, 2.675), 8: (3.025, 3.025), 9: (2.2125, 2.2125)}, 'input_size': 1100}",,18.69858186996649,0.0
"{'PR': {0: 7, 1: 3, 2: 6, 3: 6, 4: 7, 5: 6, 6: 9, 7: 8, 8: 5, 9: 1}, 'memories': {0: (200, 19800), 1: (600, 19400), 2: (600, 19400), 3: (200, 19800), 4: (600, 19400), 5: (200, 19800), 6: (400, 19600), 7: (600, 19400), 8: (400, 19600), 9: (400, 19600)}, 'bandwidth': {0: (2.766666666666667, 2.766666666666667), 1: (3.9, 3.9), 2: (4.366666666666666, 4.366666666666666), 3: (4.0, 4.0), 4: (3.0833333333333335, 3.0833333333333335), 5: (2.466666666666667, 2.466666666666667), 6: (4.2, 4.2), 7: (2.983333333333333, 2.983333333333333), 8: (4.283333333333333, 4.283333333333333), 9: (2.766666666666667, 2.766666666666667)}, 'input_size': 1000}",,7.416747023173656,9.0
"{'PR': {0: 7, 1: 7, 2: 6, 3: 9, 4: 9, 5: 9, 6: 3, 7: 4, 8: 7, 9: 4}, 'memories': {0: (600, 19400), 1: (600, 19400), 2: (400, 19600), 3: (600, 19400), 4: (200, 19800), 5: (400, 19600), 6: (200, 19800), 7: (200, 19800), 8: (600, 19400), 9: (200, 19800)}, 'bandwidth': {0: (24.6, 24.6), 1: (18.4, 18.4), 2: (26.0, 26.0), 3: (24.6, 24.6), 4: (22.6, 22.6), 5: (17.4, 17.4), 6: (25.5, 25.5), 7: (16.6, 16.6), 8: (17.4, 17.4), 9: (24.9, 24.9)}, 'input_size': 900}",,20.696203375436852,1.0
