Timestamp,Edge Device 1,Edge Device 2,Edge Device 3,Edge Device 4,Edge Device 5,Edge Device 6,Edge Device 7,Edge Device 8,Edge Device 9,Edge Device 10
1804010906,133,437,26,142,0,77,53,105,99,4
1804010907,124,435,27,146,0,81,54,104,107,4
1804010908,128,447,24,147,2,80,56,103,108,4
1804010909,127,449,24,153,2,80,52,101,105,3
1804010910,122,444,25,159,2,71,52,106,99,3
1804010911,118,442,29,165,2,66,51,110,93,3
1804010912,120,455,28,162,2,62,51,109,96,3
1804010913,120,452,28,161,2,66,49,109,93,3
1804010914,117,436,27,154,3,68,51,105,94,3
1804010915,121,442,26,148,2,66,50,100,100,3
1804010916,116,434,25,147,2,64,48,98,107,3
1804010917,123,438,26,153,2,72,49,105,103,3
1804010918,129,443,26,143,1,73,48,106,104,3
1804010919,137,455,27,145,0,74,49,109,101,2
1804010920,131,454,27,138,0,72,49,109,104,2
1804010921,127,447,28,123,0,71,49,106,105,2
1804010922,119,460,28,120,0,70,50,108,106,2
1804010923,117,446,28,125,1,68,51,105,107,2
1804010924,117,422,28,135,2,67,51,108,112,2
1804010925,117,436,27,137,2,62,51,105,112,2
1804010926,115,434,28,139,1,62,52,107,108,2
1804010927,120,436,27,137,1,58,51,113,112,3
1804010928,122,449,28,133,1,66,50,105,110,2
1804010929,111,454,28,131,1,76,49,109,98,2
1804010930,114,448,29,124,2,73,49,106,100,2
1804010931,118,439,32,129,2,68,50,101,100,2
1804010932,121,447,32,126,2,61,51,96,99,2
1804010933,129,462,31,130,2,63,53,96,96,2
1804010934,125,468,29,124,2,68,52,91,104,1
1804010935,126,472,31,127,2,61,53,99,99,1
1804010936,130,467,28,130,2,63,53,95,91,1
1804010937,134,476,26,133,1,51,51,98,92,1
1804010938,129,463,26,132,1,53,49,97,103,1
1804010939,135,473,26,137,1,58,49,99,107,1
1804010940,137,471,24,140,1,64,49,96,100,1
1804010941,130,472,23,136,2,64,49,104,111,1
1804010942,126,467,22,135,2,63,49,108,104,1
1804010943,132,467,25,140,3,66,47,109,102,2
1804010944,128,472,23,140,3,67,46,100,101,2
1804010945,125,464,22,139,3,68,47,97,106,2
1804010946,125,468,22,138,4,58,49,92,102,2
1804010947,130,479,21,138,3,60,52,92,103,2
1804010948,134,495,22,130,1,57,52,88,111,2
1804010949,131,508,24,129,1,55,48,86,111,2
1804010950,125,500,28,129,1,58,47,90,115,2
1804010951,118,509,29,131,1,59,44,90,114,2
1804010952,113,511,30,141,1,60,46,93,120,2
1804010953,109,493,30,141,1,59,47,94,117,2
1804010954,112,489,31,139,2,58,45,97,120,2
1804010955,105,495,30,143,2,57,48,104,111,3
1804010956,101,501,31,146,3,53,47,105,103,2
1804010957,103,502,30,137,3,54,46,102,103,1
1804010958,109,494,26,142,3,54,46,95,97,1
1804010959,118,498,28,140,3,56,44,97,103,1
1804011000,118,504,26,151,2,64,43,102,99,1
1804011001,120,496,30,147,2,63,43,102,110,1
1804011002,123,490,30,148,3,63,42,99,110,1
1804011003,110,500,30,147,2,65,44,103,101,3
1804011004,108,485,28,162,1,57,45,109,109,2
1804011005,116,490,27,154,1,55,43,116,108,2
1804011006,115,499,26,143,1,55,43,109,112,2
1804011007,120,504,25,146,1,57,39,109,110,2
1804011008,113,510,26,148,1,56,39,110,112,2
1804011009,119,511,27,152,1,57,41,116,111,2
1804011010,125,514,27,143,1,58,41,111,114,2
1804011011,121,492,23,141,2,57,40,117,118,2
1804011012,110,499,24,142,2,64,37,123,113,2
1804011013,112,498,24,144,2,59,38,122,105,2
1804011014,114,504,22,141,2,62,39,121,103,1
1804011015,111,501,24,150,1,57,43,120,107,1
1804011016,114,505,24,148,1,61,42,123,117,1
1804011017,115,514,25,154,1,60,39,122,123,1
1804011018,119,503,22,153,1,67,35,125,124,1
1804011019,104,519,25,158,1,59,36,129,128,1
1804011020,105,532,24,157,2,62,35,122,131,1
1804011021,105,521,24,159,2,59,37,126,121,1
1804011022,99,525,25,165,1,60,37,123,117,1
1804011023,102,521,26,157,2,57,38,119,117,1
1804011024,101,515,27,153,3,57,39,118,116,1
1804011025,103,517,29,152,3,61,39,120,116,1
1804011026,106,512,27,154,3,56,38,121,118,1
1804011027,114,515,26,161,2,54,37,125,116,2
1804011028,111,507,24,162,2,55,36,125,116,2
1804011029,98,516,23,171,0,61,36,119,120,2
1804011030,95,516,21,169,1,64,34,123,121,3
1804011031,90,519,25,159,1,64,33,126,124,4
1804011032,95,522,25,164,1,59,34,125,123,2
1804011033,92,521,23,170,1,59,36,127,118,2
1804011034,91,511,24,164,1,65,37,133,122,2
1804011035,82,514,24,158,1,66,39,135,122,2
1804011036,82,509,22,149,1,70,40,129,126,2
1804011037,87,495,22,156,0,62,42,130,134,2
1804011038,88,510,24,154,1,71,38,125,141,2
1804011039,86,514,24,150,1,73,41,117,144,2
1804011040,88,505,26,142,1,70,44,115,139,3
1804011041,98,525,25,143,1,67,42,120,139,3
1804011042,94,521,23,144,1,66,42,119,132,3
1804011043,95,513,23,141,0,68,42,116,134,4
1804011044,93,505,22,147,0,63,41,116,135,3
1804011045,91,527,23,140,0,60,41,115,134,3
1804011046,95,527,23,143,1,60,40,118,129,2
1804011047,96,532,24,153,1,60,40,115,127,2
1804011048,98,516,26,147,1,62,39,110,124,2
1804011049,103,512,29,147,3,61,41,109,125,2
1804011050,109,511,27,144,3,56,41,112,124,2
1804011051,101,514,26,145,3,62,41,112,131,2
1804011052,107,529,24,143,2,56,41,110,116,2
1804011053,94,539,23,144,2,56,44,104,121,1
1804011054,95,535,23,143,1,59,45,100,119,1
1804011055,96,543,24,137,1,65,45,105,117,1
1804011056,97,528,25,142,1,59,48,100,119,1
1804011057,94,528,25,140,1,57,47,116,125,3
1804011058,93,540,25,139,1,57,46,113,121,3
1804011059,97,525,25,143,1,63,44,113,124,3
1804011100,104,527,27,149,1,60,43,115,129,3
1804011101,104,537,28,143,1,64,45,112,126,3
1804011102,111,547,27,158,1,58,47,112,130,2
1804011103,115,546,26,170,1,60,44,110,130,2
1804011104,113,537,25,166,1,66,47,104,125,2
1804011105,111,552,25,160,1,68,47,106,112,1
1804011106,103,535,23,166,1,71,47,109,120,0
1804011107,104,517,22,168,1,72,47,108,127,0
1804011108,101,517,21,165,1,78,46,112,129,1
1804011109,105,531,20,166,1,71,43,111,131,1
1804011110,110,526,19,161,1,71,41,104,125,1
1804011111,119,540,19,156,1,77,43,102,118,1
1804011112,117,559,20,158,1,85,44,102,120,1
1804011113,120,546,19,161,1,82,48,99,120,1
1804011114,120,559,19,152,1,78,48,97,120,1
1804011115,121,554,20,150,1,79,51,102,117,1
1804011116,118,559,21,150,1,84,51,107,119,0
1804011117,116,555,22,146,2,79,49,101,115,0
1804011118,114,562,21,149,2,78,48,95,116,0
1804011119,114,556,21,151,2,73,46,101,116,0
1804011120,108,570,21,149,2,76,49,99,114,0
1804011121,110,565,24,151,2,77,51,96,107,0
1804011122,115,566,24,152,2,82,51,95,105,0
1804011123,117,556,25,138,1,84,50,95,110,0
1804011124,119,543,26,150,1,82,50,94,101,1
1804011125,116,548,26,157,1,86,52,94,104,1
1804011126,124,545,25,158,1,84,49,101,110,0
1804011127,126,542,23,157,1,87,50,94,109,0
1804011128,118,538,24,157,1,87,53,97,113,0
1804011129,121,536,25,154,2,85,52,99,111,0
1804011130,125,526,23,147,2,88,51,100,108,0
1804011131,125,529,22,155,2,87,52,102,105,0
1804011132,119,540,23,157,2,87,52,105,101,0
1804011133,115,531,23,156,2,86,51,106,104,0
1804011134,117,538,22,152,4,78,50,108,100,0
1804011135,110,531,22,144,4,76,50,101,101,0
1804011136,109,540,23,143,4,76,50,98,101,0
1804011137,105,562,22,130,4,72,48,102,99,0
1804011138,112,582,21,129,4,69,49,101,97,0
1804011139,115,571,20,136,4,73,49,106,102,1
1804011140,113,556,20,134,2,76,52,113,105,1
1804011141,116,547,20,132,1,79,51,109,104,1
1804011142,129,551,18,134,1,77,48,110,113,1
1804011143,127,571,17,136,1,72,48,113,104,1
1804011144,121,575,17,143,1,70,45,116,102,1
1804011145,114,586,18,149,2,69,49,113,102,1
1804011146,116,581,16,150,2,77,50,114,96,1
1804011147,118,575,17,150,2,82,49,106,98,1
1804011148,109,579,20,151,2,80,47,107,103,1
1804011149,113,583,19,147,2,84,44,100,106,1
1804011150,116,576,19,142,1,81,46,101,99,1
1804011151,119,575,19,137,1,80,46,105,100,1
1804011152,115,589,20,141,1,76,44,107,108,1
1804011153,123,593,19,139,1,75,46,113,114,1
1804011154,124,569,19,135,1,76,47,111,114,1
1804011155,129,570,19,143,1,73,44,107,112,1
1804011156,122,575,18,147,1,72,47,107,112,1
1804011157,120,571,17,143,1,80,48,112,106,1
1804011158,124,568,17,149,1,85,49,111,108,1
1804011159,119,563,17,154,1,87,49,105,108,1
1804011200,115,559,16,154,1,85,48,108,108,1
1804011201,116,551,16,156,1,82,47,109,107,1
1804011202,118,545,16,153,1,82,47,103,116,1
1804011203,123,539,16,142,1,84,46,104,116,1
1804011204,113,548,17,146,1,83,44,102,118,1
1804011205,113,544,18,148,1,76,45,103,113,1
1804011206,114,542,19,146,1,72,44,105,114,1
1804011207,119,535,19,147,1,82,44,99,114,1
1804011208,112,530,20,151,0,84,44,100,112,1
1804011209,112,520,19,155,0,81,44,105,116,1
1804011210,102,523,17,157,0,75,42,105,122,1
1804011211,106,527,19,151,0,77,45,106,117,1
1804011212,101,545,19,157,0,69,42,109,112,1
1804011213,101,541,19,156,0,72,42,103,106,1
1804011214,96,532,18,158,0,74,46,93,104,1
1804011215,97,536,17,156,0,82,46,93,111,1
1804011216,105,532,16,153,0,83,47,93,121,1
1804011217,104,531,14,141,0,83,46,94,118,1
1804011218,107,524,14,148,0,89,47,101,121,1
1804011219,101,521,14,153,0,78,45,93,111,1
1804011220,101,514,13,151,0,84,47,91,107,1
1804011221,103,522,13,152,0,81,50,91,99,1
1804011222,102,540,13,159,0,76,46,94,104,1
1804011223,105,536,12,153,0,72,46,88,105,1
1804011224,98,546,14,149,0,74,45,93,103,1
1804011225,102,548,16,147,0,72,38,99,106,2
1804011226,104,549,17,138,0,67,38,94,109,2
1804011227,109,541,16,129,0,72,39,91,113,2
1804011228,115,542,16,127,0,75,38,98,112,2
1804011229,117,540,16,121,0,77,38,105,110,2
1804011230,111,538,16,126,0,77,40,103,105,2
1804011231,111,542,17,120,0,77,40,100,112,2
1804011232,117,537,17,125,0,74,40,98,117,2
1804011233,120,544,16,126,0,67,38,96,120,2
1804011234,117,546,14,124,0,69,40,95,125,2
1804011235,116,550,13,126,0,63,41,104,121,4
1804011236,117,543,13,134,0,57,43,97,117,4
1804011237,117,551,14,142,0,65,42,104,117,2
1804011238,116,544,13,137,0,62,44,101,111,2
1804011239,117,553,12,138,0,62,44,104,111,2
1804011240,112,540,12,132,0,64,42,101,114,2
1804011241,111,537,12,129,0,61,43,106,108,3
1804011242,106,541,12,134,0,61,42,106,110,3
1804011243,114,529,12,136,0,63,41,104,106,2
1804011244,117,529,13,136,0,61,38,101,111,2
1804011245,114,528,12,127,0,61,39,104,103,2
1804011246,121,542,11,136,0,65,38,104,106,2
1804011247,123,549,10,133,0,62,35,111,108,2
1804011248,123,559,10,128,0,61,37,105,109,2
1804011249,133,553,10,131,0,65,38,105,106,2
1804011250,135,548,11,127,0,65,39,103,103,2
1804011251,131,541,11,125,0,67,40,98,107,2
1804011252,139,546,12,131,0,71,41,98,106,3
1804011253,132,544,12,131,0,71,42,103,108,3
1804011254,138,547,14,140,0,69,41,106,97,2
1804011255,130,547,15,134,0,69,39,105,108,2
1804011256,135,543,15,133,0,70,37,100,119,3
1804011257,121,544,14,129,0,66,33,100,119,4
1804011258,121,545,13,134,0,64,36,98,114,3
1804011259,125,544,13,134,0,73,37,103,115,3
1804011300,118,550,15,127,0,81,39,103,127,3
1804011301,111,547,17,130,0,77,40,103,126,4
1804011302,115,533,17,134,0,74,39,106,128,4
1804011303,116,530,17,133,0,71,38,104,124,4
1804011304,113,529,15,133,0,67,36,108,120,4
1804011305,116,529,15,127,0,63,34,109,123,4
1804011306,119,529,14,127,0,66,37,109,119,4
1804011307,125,544,14,121,0,62,37,112,115,4
1804011308,131,544,14,123,0,61,36,110,117,4
1804011309,132,553,12,122,0,65,35,117,125,3
1804011310,140,549,12,122,0,65,34,120,117,3
1804011311,133,547,12,128,0,73,35,114,117,3
1804011312,129,537,13,127,0,66,33,111,114,3
1804011313,133,544,12,135,0,70,35,105,112,3
1804011314,135,550,13,138,0,71,36,108,114,3
1804011315,132,554,13,143,0,74,35,105,113,3
1804011316,120,559,13,139,0,71,36,105,109,3
1804011317,119,553,12,147,0,64,35,107,118,3
1804011318,116,542,14,149,0,62,33,109,115,3
1804011319,110,544,14,140,0,59,33,114,108,3
1804011320,119,534,14,140,0,58,34,109,110,3
1804011321,123,538,12,138,0,62,34,104,117,3
1804011322,124,534,13,135,0,68,34,106,116,3
1804011323,123,542,13,132,0,66,34,106,124,3
1804011324,118,541,13,136,0,64,34,107,121,3
1804011325,123,554,12,138,0,68,35,113,115,3
1804011326,126,550,12,136,0,64,33,112,113,3
1804011327,129,555,11,136,0,61,36,103,115,3
1804011328,125,564,11,139,0,56,38,106,118,3
1804011329,132,549,10,136,0,57,34,112,121,3
1804011330,133,549,10,132,0,60,36,116,115,3
1804011331,131,533,10,135,0,67,34,118,112,3
1804011332,135,540,12,135,0,68,35,117,115,3
1804011333,139,530,11,134,0,68,35,111,124,3
1804011334,124,544,12,141,0,66,36,112,124,3
1804011335,122,545,16,139,0,64,36,111,125,3
1804011336,131,541,16,133,0,68,35,111,122,3
1804011337,139,539,17,141,0,66,37,110,121,4
1804011338,137,536,18,140,0,60,37,114,115,4
1804011339,138,544,17,138,0,63,35,116,116,5
1804011340,138,545,15,131,0,62,34,113,114,5
1804011341,136,543,18,132,0,55,34,116,114,5
1804011342,141,555,18,133,0,52,35,114,109,4
1804011343,148,552,18,137,0,52,39,111,112,4
1804011344,143,556,17,145,0,55,38,109,105,5
1804011345,146,547,16,145,0,67,42,108,109,5
1804011346,142,541,18,148,0,65,40,112,111,5
1804011347,128,522,18,139,0,54,37,106,107,6
1804011348,112,483,19,136,0,49,36,98,94,5
1804011349,113,498,15,133,0,53,35,107,99,3
1804011350,132,529,16,142,0,52,39,107,119,4
1804011351,134,518,16,149,0,53,38,109,117,4
1804011352,140,518,18,148,0,52,44,104,118,4
1804011353,129,518,18,153,0,56,46,109,118,4
1804011354,134,529,20,156,0,53,41,118,117,4
1804011355,135,534,20,163,0,54,41,112,110,4
1804011356,128,527,18,163,0,53,38,107,115,4
1804011357,134,535,19,164,0,59,38,104,110,4
1804011358,143,535,17,165,0,62,38,98,106,4
1804011359,135,537,17,160,0,62,38,104,107,5
1804011400,128,532,16,157,0,63,37,102,113,4
1804011401,120,564,18,161,0,62,40,98,111,4
1804011402,119,561,20,164,0,62,38,92,121,4
1804011403,123,547,20,152,0,56,38,101,125,4
1804011404,127,557,21,156,1,55,38,107,119,4
1804011405,124,558,21,156,1,50,41,105,117,4
1804011406,120,559,21,153,1,41,42,105,111,4
1804011407,129,555,21,166,1,44,42,106,100,4
1804011408,130,549,20,160,1,52,44,103,104,3
1804011409,123,547,21,163,0,49,44,101,100,3
1804011410,124,571,20,163,0,45,43,102,108,3
1804011411,122,567,19,152,0,46,41,103,108,3
1804011412,124,562,19,157,0,43,42,107,101,2
1804011413,123,560,19,152,0,44,44,106,106,2
1804011414,118,561,19,146,0,46,43,103,114,3
1804011415,118,560,17,145,0,49,42,105,110,3
1804011416,119,554,15,145,0,49,39,104,108,1
1804011417,122,557,14,141,0,45,40,102,112,1
1804011418,119,548,13,139,0,46,41,107,115,1
1804011419,130,562,14,139,1,48,43,112,123,1
1804011420,124,566,14,148,1,57,41,110,129,2
1804011421,117,556,14,146,1,64,42,113,132,2
1804011422,120,571,12,150,1,58,42,112,125,2
1804011423,119,564,12,152,1,59,42,110,121,2
1804011424,122,562,11,154,1,56,45,109,117,2
1804011425,127,567,10,160,0,59,44,111,116,2
1804011426,132,564,12,161,0,54,42,116,119,1
1804011427,136,579,14,160,0,58,41,111,120,1
1804011428,128,583,15,155,0,60,43,113,121,1
1804011429,123,592,16,154,0,54,42,110,128,1
1804011430,123,600,18,158,0,58,44,97,127,1
1804011431,127,601,19,158,0,51,42,99,134,1
1804011432,122,607,18,152,0,47,40,98,126,1
1804011433,121,591,18,148,0,47,40,96,124,1
1804011434,119,577,18,134,0,49,40,101,125,1
1804011435,127,568,17,132,0,50,41,101,120,2
1804011436,119,577,16,141,0,43,40,95,122,2
1804011437,126,580,15,147,1,48,39,92,123,2
1804011438,121,575,15,144,1,51,41,93,127,2
1804011439,126,566,15,145,0,58,43,95,143,2
1804011440,123,564,14,137,0,55,43,101,147,2
1804011441,118,557,13,132,0,55,44,104,141,2
1804011442,122,561,13,134,0,53,43,105,148,1
1804011443,123,557,13,140,0,49,42,106,143,1
1804011444,130,550,14,143,0,49,41,105,130,1
1804011445,133,555,11,146,0,48,40,94,133,1
1804011446,142,549,12,150,0,47,40,92,124,1
1804011447,143,542,12,163,0,48,39,88,120,1
1804011448,142,555,12,164,0,55,41,84,118,1
1804011449,131,543,11,169,0,57,41,91,115,1
1804011450,132,560,10,168,0,56,42,84,116,2
1804011451,132,557,13,165,0,57,41,90,114,2
1804011452,123,567,13,165,0,53,43,85,116,1
1804011453,119,575,13,164,0,50,42,88,108,1
1804011454,126,563,14,159,0,51,41,92,100,1
1804011455,123,565,14,161,0,55,40,99,108,1
1804011456,126,550,14,161,0,55,41,100,105,1
1804011457,132,562,15,155,0,54,41,101,111,1
1804011458,121,563,15,151,0,53,40,111,109,1
1804011459,121,566,19,147,0,52,40,112,108,2
1804011500,124,552,21,151,0,52,39,113,121,2
1804011501,121,547,21,148,0,53,40,107,125,2
1804011502,122,550,21,146,0,48,43,111,128,2
1804011503,123,554,17,151,0,50,44,106,133,3
1804011504,123,564,18,142,0,52,41,111,133,3
1804011505,125,561,17,144,0,48,42,106,130,3
1804011506,117,557,16,149,0,45,42,98,118,3
1804011507,111,547,17,150,0,50,42,99,115,2
1804011508,127,569,18,148,0,48,41,102,110,2
1804011509,126,568,18,160,0,49,42,102,114,2
1804011510,114,575,17,152,0,45,42,99,114,2
1804011511,120,579,16,150,0,43,42,99,118,2
1804011512,124,568,16,150,0,46,42,94,116,2
1804011513,122,584,15,152,0,44,41,92,121,2
1804011514,118,579,16,160,0,48,40,94,113,2
1804011515,121,581,16,160,0,51,42,88,110,2
1804011516,126,580,16,149,0,61,40,97,115,2
1804011517,131,573,16,149,0,62,38,101,132,2
1804011518,125,558,16,137,0,59,35,99,135,2
1804011519,128,545,15,132,0,65,37,102,129,2
1804011520,126,551,14,134,0,63,37,108,138,2
1804011521,122,539,13,136,0,64,35,109,136,2
1804011522,125,540,13,138,0,58,37,113,137,2
1804011523,122,548,12,136,0,52,36,106,132,2
1804011524,128,538,13,142,0,60,36,106,132,2
1804011525,124,542,13,146,0,59,35,98,133,2
1804011526,131,535,11,147,0,56,37,95,131,2
1804011527,133,529,11,143,0,57,38,105,134,2
1804011528,130,537,10,136,0,56,38,100,132,2
1804011529,132,531,11,133,0,49,39,94,131,2
1804011530,130,548,11,140,0,52,38,105,121,2
1804011531,130,546,11,129,0,51,40,108,114,2
1804011532,130,550,10,130,0,51,41,109,124,2
1804011533,133,541,8,140,0,51,41,100,127,2
1804011534,123,529,8,140,0,55,42,97,122,2
1804011535,123,539,8,135,0,55,44,94,117,2
1804011536,126,547,8,135,0,59,44,91,125,2
1804011537,120,562,6,128,0,59,43,95,119,2
1804011538,120,558,9,138,0,60,44,94,119,4
1804011539,119,566,9,139,0,63,42,94,112,4
1804011540,126,571,7,141,0,64,44,94,114,3
1804011541,131,556,8,140,0,70,43,92,112,5
1804011542,124,550,8,146,0,64,42,95,109,4
1804011543,122,544,7,140,0,61,45,96,115,3
1804011544,130,556,6,122,0,63,44,94,122,3
1804011545,136,566,7,120,0,64,42,96,126,3
1804011546,131,584,8,118,0,62,42,98,127,3
1804011547,137,557,8,122,0,71,40,97,125,4
1804011548,133,561,6,117,1,71,42,97,118,4
1804011549,133,562,6,126,1,66,45,94,115,3
1804011550,131,560,6,128,1,61,44,92,114,3
1804011551,127,555,6,133,1,66,43,92,115,3
1804011552,131,556,5,128,0,62,39,86,120,3
1804011553,130,549,5,132,2,58,41,87,112,3
1804011554,129,548,5,132,2,62,41,87,109,3
1804011555,124,547,5,129,2,59,40,88,111,4
1804011556,115,532,5,126,1,52,40,89,110,2
1804011557,99,509,5,121,1,46,38,83,101,3
1804011558,115,538,5,137,1,56,42,91,107,3
1804011559,118,548,5,135,1,52,40,81,118,3
1804011600,117,540,5,133,1,44,39,82,113,2
1804011601,106,527,6,131,1,50,39,83,117,2
1804011602,110,536,6,133,1,52,42,94,114,2
1804011603,111,536,7,131,1,56,43,97,114,2
1804011604,111,536,8,140,1,57,40,88,119,2
1804011605,111,551,9,146,0,58,41,82,119,2
1804011606,125,553,9,139,0,66,42,86,116,2
1804011607,124,557,8,133,0,63,41,88,112,2
1804011608,120,562,9,137,0,61,42,91,117,2
1804011609,117,571,9,138,0,58,43,101,125,2
1804011610,119,555,9,138,0,66,44,98,125,2
1804011611,118,566,11,139,0,64,45,96,118,2
1804011612,113,557,12,134,0,63,43,99,108,2
1804011613,118,553,11,138,0,64,43,99,103,2
1804011614,115,562,11,141,1,58,44,103,108,2
1804011615,123,573,11,141,1,60,44,107,108,2
1804011616,121,572,12,141,1,58,45,105,107,2
1804011617,122,568,11,146,0,59,44,106,114,2
1804011618,127,567,11,147,0,63,43,101,125,2
1804011619,128,566,10,152,0,61,43,101,122,2
1804011620,132,567,9,149,0,59,44,98,120,2
1804011621,125,569,10,144,0,55,42,112,121,2
1804011622,124,551,10,137,0,56,45,108,127,2
1804011623,127,551,10,137,0,53,48,107,116,2
1804011624,125,539,10,141,0,50,46,109,126,2
1804011625,123,535,9,135,0,49,49,105,126,2
1804011626,122,560,10,145,0,58,50,102,126,2
1804011627,123,554,10,143,0,56,48,102,129,2
1804011628,120,562,9,148,0,53,50,96,124,2
1804011629,122,542,10,144,0,54,50,97,125,2
1804011630,127,538,10,139,0,53,47,99,129,2
1804011631,127,536,10,139,0,54,47,95,131,2
1804011632,128,529,10,140,0,63,44,104,139,2
1804011633,123,528,10,137,0,62,43,112,143,2
1804011634,131,525,11,141,0,58,45,109,136,2
1804011635,133,529,11,151,0,54,47,99,133,2
1804011636,129,520,11,151,0,52,48,98,127,2
1804011637,130,520,10,153,0,55,47,95,125,2
1804011638,131,506,9,151,0,58,46,100,129,2
1804011639,126,518,9,150,0,64,46,101,121,2
1804011640,127,521,10,155,0,59,48,96,118,2
1804011641,122,526,9,146,0,58,48,95,122,2
1804011642,135,537,9,139,0,52,50,95,128,2
1804011643,137,521,9,133,0,54,49,97,125,2
1804011644,127,518,10,130,0,56,48,102,130,2
1804011645,136,520,10,125,0,53,48,101,125,3
1804011646,132,528,10,127,0,54,49,99,118,3
1804011647,129,543,10,121,0,58,46,106,114,3
1804011648,133,553,11,123,0,54,49,109,114,3
1804011649,134,563,10,116,0,58,48,99,115,3
1804011650,133,559,11,128,0,51,47,105,115,3
1804011651,143,572,11,128,0,59,49,108,113,3
1804011652,137,551,11,135,0,59,48,116,112,4
1804011653,133,572,13,141,0,57,48,117,106,3
1804011654,129,559,13,138,0,62,48,112,103,3
1804011655,126,563,13,135,0,66,47,110,107,3
1804011656,126,560,13,131,0,66,51,110,108,3
1804011657,119,515,12,128,0,63,45,94,105,3
1804011658,129,513,11,127,0,57,45,99,100,3
1804011659,134,555,13,141,0,65,48,107,114,3
1804011700,135,566,12,142,0,63,51,106,111,3
1804011701,140,577,12,135,0,63,49,100,101,3
1804011702,132,567,12,133,0,64,47,103,101,3
1804011703,134,561,11,129,0,57,47,103,103,3
1804011704,140,542,10,138,1,49,45,99,101,3
1804011705,145,541,9,134,1,54,43,96,96,3
1804011706,148,556,9,136,1,51,43,97,96,3
1804011707,145,566,10,133,1,49,43,98,90,3
1804011708,146,572,9,132,1,51,43,107,90,3
1804011709,137,576,8,130,1,49,48,111,91,3
1804011710,133,591,9,136,0,53,46,109,90,3
1804011711,136,588,9,132,0,54,44,105,90,3
1804011712,140,588,9,130,0,53,50,120,93,3
1804011713,136,572,10,130,0,53,53,119,91,3
1804011714,131,565,9,134,0,62,50,127,94,3
1804011715,130,570,10,131,0,64,49,125,93,3
1804011716,126,568,9,123,0,64,46,123,94,3
1804011717,128,565,10,129,0,65,47,134,92,3
1804011718,126,568,10,127,0,65,48,126,92,2
1804011719,125,552,10,125,0,56,50,128,99,2
1804011720,127,549,11,126,0,57,51,125,101,3
1804011721,126,523,10,125,0,60,50,121,103,2
1804011722,136,515,10,133,0,61,50,120,96,2
1804011723,139,505,6,134,0,63,51,120,96,2
1804011724,141,511,8,127,0,65,54,123,108,2
1804011725,144,525,9,127,0,62,51,127,111,2
1804011726,140,514,9,128,0,58,54,123,111,2
1804011727,143,534,8,137,0,57,55,124,108,3
1804011728,144,523,8,136,0,62,51,126,109,3
1804011729,139,519,8,140,0,60,52,122,109,3
1804011730,145,532,8,135,0,57,54,125,108,3
1804011731,141,530,8,130,0,57,52,128,105,4
1804011732,144,529,8,128,0,53,52,127,105,4
1804011733,129,536,6,132,0,58,50,124,100,4
1804011734,123,527,6,129,0,58,51,121,100,4
1804011735,126,534,6,136,0,60,52,120,98,3
1804011736,133,522,6,134,0,54,50,121,88,2
1804011737,136,527,7,137,0,58,49,123,89,2
1804011738,140,521,7,131,0,56,48,114,93,2
1804011739,143,538,6,131,0,59,50,109,91,2
1804011740,134,534,6,138,0,60,50,121,91,2
1804011741,130,530,7,123,1,66,51,120,93,2
1804011742,133,529,7,126,1,67,55,121,93,2
1804011743,132,552,10,125,1,65,56,127,97,3
1804011744,137,567,10,132,1,64,56,129,98,3
1804011745,135,558,10,127,1,50,58,128,102,3
1804011746,130,560,9,125,1,47,57,126,98,3
1804011747,133,557,9,122,0,46,58,123,103,3
1804011748,133,547,10,130,0,52,55,130,100,3
1804011749,132,535,9,132,0,47,61,115,100,2
1804011750,130,546,10,135,0,51,62,112,95,2
1804011751,130,548,9,137,0,56,61,113,95,2
1804011752,125,531,11,145,1,47,64,109,95,2
1804011753,114,545,11,143,1,49,62,104,92,2
1804011754,127,538,10,142,1,43,59,107,94,2
1804011755,125,550,8,135,1,45,57,107,89,3
1804011756,134,545,9,133,1,46,55,104,90,3
1804011757,142,544,9,135,1,55,55,109,83,4
1804011758,151,543,9,134,2,51,57,106,90,3
1804011759,150,541,8,135,2,61,52,100,89,3
1804011800,146,539,7,135,2,64,51,97,92,4
1804011801,146,551,7,139,2,61,53,98,84,4
1804011802,153,537,7,142,2,64,55,102,84,3
1804011803,151,544,8,149,2,48,56,103,89,3
1804011804,139,536,9,145,2,51,54,104,91,3
1804011805,145,520,9,144,1,52,52,111,94,3
1804011806,136,516,8,131,1,57,50,112,97,3
1804011807,134,524,7,132,0,61,53,112,98,3
1804011808,142,526,7,127,0,55,56,110,111,3
1804011809,144,518,7,131,0,54,52,107,122,3
1804011810,141,512,5,129,0,55,53,104,117,3
1804011811,136,520,5,129,0,58,55,116,124,3
1804011812,137,523,6,126,0,57,56,112,136,4
1804011813,132,522,6,119,0,54,58,107,130,4
1804011814,133,526,6,130,0,60,55,103,122,3
1804011815,133,509,7,126,0,67,56,108,113,4
1804011816,143,506,7,129,0,64,57,106,110,4
1804011817,142,512,7,124,0,68,57,101,106,4
1804011818,141,521,5,128,0,67,55,105,109,4
1804011819,142,537,5,126,0,63,57,107,115,4
1804011820,138,545,5,125,0,56,54,104,113,4
1804011821,140,557,6,130,0,52,53,104,116,5
