id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
1,COMP_M,SimpleCase,ServiceA,M.A,0,19,0,13,Sensor,0.022323431928575947,211.02240407708987,211.04472750901846,210.0,211.02240407708987
2,COMP_M,SimpleCase,ServiceA,M.A,1,15,1,9,Sensor,0.022323431928575947,211.02246731682067,211.04479074874925,210.0,211.02246731682067
2,SINK_M,SimpleCase,Actuator,M.B,15,7,9,7,ServiceA,0,213.14370625570749,213.14370625570749,211.04479074874925,213.14370625570749
3,COMP_M,SimpleCase,ServiceA,M.A,2,16,2,10,Sensor,0.022323431928575947,214.0224047327416,214.04472816467018,210.0,214.0224047327416
7,COMP_M,SimpleCase,ServiceA,M.A,6,15,6,9,Sensor,0.022323431928575947,214.02246731682067,214.04479074874925,210.0,214.02246731682067
2,SINK_M,SimpleCase,Actuator,M.B,15,7,9,7,ServiceA,0,215.24262176266575,215.24262176266575,211.04479074874925,215.24262176266575
7,SINK_M,SimpleCase,Actuator,M.B,15,7,9,7,ServiceA,0,217.34153726962398,217.34153726962398,214.04479074874925,217.34153726962398
5,COMP_M,SimpleCase,ServiceA,M.A,4,18,4,12,Sensor,0.022323431928575947,218.02240125294026,218.0447246848688,210.0,218.02240125294026
6,COMP_M,SimpleCase,ServiceA,M.A,5,19,5,13,Sensor,0.022323431928575947,218.02240407708987,218.04472750901846,210.0,218.02240407708987
1,COMP_M,SimpleCase,ServiceA,M.A,0,14,0,8,Sensor,0.022323431928575947,218.0224209929042,218.04474442483277,210.0,218.0224209929042
2,COMP_M,SimpleCase,ServiceA,M.A,1,15,1,9,Sensor,0.022323431928575947,218.04493463364133,218.0672580655699,210.0,218.04493463364133
4,COMP_M,SimpleCase,ServiceA,M.A,3,17,3,11,Sensor,0.022323431928575947,219.02239976780643,219.04472319973502,210.0,219.02239976780643
2,SINK_M,SimpleCase,Actuator,M.B,15,7,9,7,ServiceA,0,219.44045277658225,219.44045277658225,211.04479074874925,219.44045277658225
1,COMP_M,SimpleCase,ServiceA,M.A,0,19,0,13,Sensor,0.022323431928575947,220.04480815417975,220.0671315861083,210.0,220.04480815417975
