id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
2,COMP_M,SimpleCase,ServiceA,M.A,1,13,1,9,Sensor,0.01785682442370547,611.0179358758071,611.0357927002308,610.0,611.0179358758071
6,COMP_M,SimpleCase,ServiceA,M.A,5,13,5,9,Sensor,0.01785682442370547,613.0179358758071,613.0357927002308,610.0,613.0179358758071
7,COMP_M,SimpleCase,ServiceA,M.A,6,13,6,9,Sensor,0.01785682442370547,615.0179358758071,615.0357927002308,610.0,615.0179358758071
5,COMP_M,SimpleCase,ServiceA,M.A,4,16,4,12,Sensor,0.01785682442370547,617.0179502823677,617.0358071067914,610.0,617.0179502823677
2,SINK_M,SimpleCase,Actuator,M.B,13,8,9,8,ServiceA,0,618.1347082071891,618.1347082071891,611.0357927002308,618.1347082071891
4,COMP_M,SimpleCase,ServiceA,M.A,3,15,3,11,Sensor,0.01785682442370547,619.0179434045103,619.035800228934,610.0,619.0179434045103
8,COMP_M,SimpleCase,ServiceA,M.A,7,13,7,9,Sensor,0.01785682442370547,620.0179358758071,620.0357927002308,610.0,620.0179358758071
3,COMP_M,SimpleCase,ServiceA,M.A,2,14,2,10,Sensor,0.01785682442370547,620.0179583472664,620.03581517169,610.0,620.0179583472664
16,COMP_M,SimpleCase,ServiceA,M.A,7,15,7,11,Sensor,0.01785682442370547,621.0179434045103,621.035800228934,620.0,621.0179434045103
10,COMP_M,SimpleCase,ServiceA,M.A,1,16,1,12,Sensor,0.01785682442370547,624.0179502823677,624.0358071067914,620.0,624.0179502823677
5,SINK_M,SimpleCase,Actuator,M.B,16,8,12,8,ServiceA,0,624.1347226137495,624.1347226137495,617.0358071067914,624.1347226137495
15,COMP_M,SimpleCase,ServiceA,M.A,6,13,6,9,Sensor,0.01785682442370547,625.0179358758071,625.0357927002308,620.0,625.0179358758071
4,SINK_M,SimpleCase,Actuator,M.B,15,8,11,8,ServiceA,0,625.1347157358922,625.1347157358922,619.035800228934,625.1347157358922
3,SINK_M,SimpleCase,Actuator,M.B,14,8,10,8,ServiceA,0,625.1347306786483,625.1347306786483,620.03581517169,625.1347306786483
6,SINK_M,SimpleCase,Actuator,M.B,13,8,9,8,ServiceA,0,625.2336237141473,625.2336237141473,613.0357927002308,625.2336237141473
12,COMP_M,SimpleCase,ServiceA,M.A,3,13,3,9,Sensor,0.01785682442370547,627.0179358758071,627.0357927002308,620.0,627.0179358758071
11,COMP_M,SimpleCase,ServiceA,M.A,2,15,2,11,Sensor,0.01785682442370547,627.0179434045103,627.035800228934,620.0,627.0179434045103
14,COMP_M,SimpleCase,ServiceA,M.A,5,16,5,12,Sensor,0.01785682442370547,627.0179502823677,627.0358071067914,620.0,627.0179502823677
13,COMP_M,SimpleCase,ServiceA,M.A,4,14,4,10,Sensor,0.01785682442370547,627.0179583472664,627.03581517169,620.0,627.0179583472664
16,SINK_M,SimpleCase,Actuator,M.B,15,8,11,8,ServiceA,0,631.2336312428505,631.2336312428505,621.035800228934,631.2336312428505
10,SINK_M,SimpleCase,Actuator,M.B,16,8,12,8,ServiceA,0,631.2336381207078,631.2336381207078,624.0358071067914,631.2336381207078
22,COMP_M,SimpleCase,ServiceA,M.A,5,15,5,11,Sensor,0.01785682442370547,632.0186135811805,632.0364704056042,630.0,632.0186135811805
13,SINK_M,SimpleCase,Actuator,M.B,14,8,10,8,ServiceA,0,632.1347306786483,632.1347306786483,627.03581517169,632.1347306786483
7,SINK_M,SimpleCase,Actuator,M.B,13,8,9,8,ServiceA,0,632.3325392211055,632.3325392211055,615.0357927002308,632.3325392211055
21,COMP_M,SimpleCase,ServiceA,M.A,4,15,4,11,Sensor,0.01785682442370547,633.0186135811805,633.0364704056042,630.0,633.0186135811805
