id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
11,COMP_M,SimpleCase,ServiceA,M.A,10,22,10,16,Sensor,0.0223212973475918,911.0224069004604,911.044728197808,910.0,911.0224069004604
6,COMP_M,SimpleCase,ServiceA,M.A,5,23,5,17,Sensor,0.0223212973475918,911.0224141243518,911.0447354216994,910.0,911.0224141243518
4,COMP_M,SimpleCase,ServiceA,M.A,3,21,3,15,Sensor,0.0223212973475918,912.0224055885353,912.0447268858829,910.0,912.0224055885353
5,COMP_M,SimpleCase,ServiceA,M.A,4,22,4,16,Sensor,0.0223212973475918,912.0224069004604,912.044728197808,910.0,912.0224069004604
1,COMP_M,SimpleCase,ServiceA,M.A,0,18,0,12,Sensor,0.0223212973475918,912.0224699459962,912.0447912433439,910.0,912.0224699459962
9,COMP_M,SimpleCase,ServiceA,M.A,8,22,8,16,Sensor,0.0223212973475918,912.044728197808,912.0670494951556,910.0,912.0224069004604
6,COMP_M,SimpleCase,ServiceA,M.A,5,23,5,17,Sensor,0.0223212973475918,912.0448282487037,912.0671495460513,910.0,912.0448282487037
11,COMP_M,SimpleCase,ServiceA,M.A,10,22,10,16,Sensor,0.0223212973475918,912.0670494951556,912.0893707925032,910.0,912.0448138009209
11,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,912.1436437047663,912.1436437047663,911.044728197808,912.1436437047663
6,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,912.1436509286576,912.1436509286576,911.0447354216994,912.1436509286576
8,COMP_M,SimpleCase,ServiceA,M.A,7,21,7,15,Sensor,0.0223212973475918,913.0224055885353,913.0447268858829,910.0,913.0224055885353
7,COMP_M,SimpleCase,ServiceA,M.A,6,23,6,17,Sensor,0.0223212973475918,913.0224141243518,913.0447354216994,910.0,913.0224141243518
2,COMP_M,SimpleCase,ServiceA,M.A,1,19,1,13,Sensor,0.0223212973475918,913.0224165354429,913.0447378327905,910.0,913.0224165354429
3,COMP_M,SimpleCase,ServiceA,M.A,2,20,2,14,Sensor,0.0223212973475918,913.0224402162665,913.044761513614,910.0,913.0224402162665
10,COMP_M,SimpleCase,ServiceA,M.A,9,18,9,12,Sensor,0.0223212973475918,913.0224699459962,913.0447912433439,910.0,913.0224699459962
4,SINK_M,SimpleCase,Actuator,M.B,21,11,15,11,ServiceA,0,913.1436423928412,913.1436423928412,912.0447268858829,913.1436423928412
1,SINK_M,SimpleCase,Actuator,M.B,18,11,12,11,ServiceA,0,913.143706750302,913.143706750302,912.0447912433439,913.143706750302
5,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,913.2425592117245,913.2425592117245,912.044728197808,913.2425592117245
6,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,913.2425664356159,913.2425664356159,912.0671495460513,913.2425664356159
2,SINK_M,SimpleCase,Actuator,M.B,19,11,13,11,ServiceA,0,914.1436533397487,914.1436533397487,913.0447378327905,914.1436533397487
3,SINK_M,SimpleCase,Actuator,M.B,20,11,14,11,ServiceA,0,914.1436770205723,914.1436770205723,913.044761513614,914.1436770205723
8,SINK_M,SimpleCase,Actuator,M.B,21,11,15,11,ServiceA,0,914.2425578997994,914.2425578997994,913.0447268858829,914.2425578997994
10,SINK_M,SimpleCase,Actuator,M.B,18,11,12,11,ServiceA,0,914.2426222572603,914.2426222572603,913.0447912433439,914.2426222572603
9,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,914.3414747186828,914.3414747186828,912.0670494951556,914.3414747186828
7,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,914.3414819425742,914.3414819425742,913.0447354216994,914.3414819425742
4,SINK_M,SimpleCase,Actuator,M.B,21,11,15,11,ServiceA,0,915.3415377642186,915.3415377642186,912.0447268858829,915.3415377642186
11,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,915.4403902256411,915.4403902256411,912.0893707925032,915.4403902256411
1,SINK_M,SimpleCase,Actuator,M.B,18,11,12,11,ServiceA,0,916.4404532711768,916.4404532711768,912.0447912433439,916.4404532711768
11,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,916.5393057325992,916.5393057325992,911.044728197808,916.5393057325992
5,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,917.5393687781351,917.5393687781351,912.044728197808,917.5393687781351
6,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,917.6382212395575,917.6382212395575,911.0447354216994,917.6382212395575
6,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,918.6382842850933,918.6382842850933,912.0671495460513,918.6382842850933
2,SINK_M,SimpleCase,Actuator,M.B,19,11,13,11,ServiceA,0,919.7371997920516,919.7371997920516,913.0447378327905,919.7371997920516
3,SINK_M,SimpleCase,Actuator,M.B,20,11,14,11,ServiceA,0,920.8361152990099,920.8361152990099,913.044761513614,920.8361152990099
13,COMP_M,SimpleCase,ServiceA,M.A,1,22,1,16,Sensor,0.0223212973475918,921.0224069004604,921.044728197808,920.0,921.0224069004604
15,COMP_M,SimpleCase,ServiceA,M.A,3,23,3,17,Sensor,0.0223212973475918,921.0224141243518,921.0447354216994,920.0,921.0224141243518
17,COMP_M,SimpleCase,ServiceA,M.A,5,20,5,14,Sensor,0.0223212973475918,921.0224402162665,921.044761513614,920.0,921.0224402162665
20,COMP_M,SimpleCase,ServiceA,M.A,8,20,8,14,Sensor,0.0223212973475918,921.044761513614,921.0670828109617,920.0,921.0224402162665
8,SINK_M,SimpleCase,Actuator,M.B,21,11,15,11,ServiceA,0,921.935030805968,921.935030805968,913.0447268858829,921.935030805968
14,COMP_M,SimpleCase,ServiceA,M.A,2,21,2,15,Sensor,0.0223212973475918,922.0224055885353,922.0447268858829,920.0,922.0224055885353
19,COMP_M,SimpleCase,ServiceA,M.A,7,23,7,17,Sensor,0.0223212973475918,922.0224141243518,922.0447354216994,920.0,922.0224141243518
21,COMP_M,SimpleCase,ServiceA,M.A,9,20,9,14,Sensor,0.0223212973475918,922.0224402162665,922.044761513614,920.0,922.0224402162665
12,COMP_M,SimpleCase,ServiceA,M.A,0,18,0,12,Sensor,0.0223212973475918,922.0224699459962,922.0447912433439,920.0,922.0224699459962
13,COMP_M,SimpleCase,ServiceA,M.A,1,22,1,16,Sensor,0.0223212973475918,922.0448138009209,922.0671350982684,920.0,922.0448138009209
15,COMP_M,SimpleCase,ServiceA,M.A,3,23,3,17,Sensor,0.0223212973475918,922.0448282487037,922.0671495460513,920.0,922.0448282487037
17,COMP_M,SimpleCase,ServiceA,M.A,5,20,5,14,Sensor,0.0223212973475918,922.044880432533,922.0672017298806,920.0,922.044880432533
13,SINK_M,SimpleCase,Actuator,M.B,22,11,16,11,ServiceA,0,922.1436437047663,922.1436437047663,921.044728197808,922.1436437047663
15,SINK_M,SimpleCase,Actuator,M.B,23,11,17,11,ServiceA,0,922.1436509286576,922.1436509286576,921.0447354216994,922.1436509286576
17,SINK_M,SimpleCase,Actuator,M.B,20,11,14,11,ServiceA,0,922.1436770205723,922.1436770205723,921.044761513614,922.1436770205723
22,COMP_M,SimpleCase,ServiceA,M.A,10,21,10,15,Sensor,0.0223212973475918,923.0224055885353,923.0447268858829,920.0,923.0224055885353
18,COMP_M,SimpleCase,ServiceA,M.A,6,22,6,16,Sensor,0.0223212973475918,923.0224069004604,923.044728197808,920.0,923.0224069004604
16,COMP_M,SimpleCase,ServiceA,M.A,4,19,4,13,Sensor,0.0223212973475918,923.0224165354429,923.0447378327905,920.0,923.0224165354429
10,SINK_M,SimpleCase,Actuator,M.B,18,11,12,11,ServiceA,0,923.0339463129263,923.0339463129263,913.0447912433439,923.0339463129263
20,COMP_M,SimpleCase,ServiceA,M.A,8,20,8,14,Sensor,0.0223212973475918,923.0673206487995,923.0896419461471,920.0,923.0673206487995
14,SINK_M,SimpleCase,Actuator,M.B,21,11,15,11,ServiceA,0,923.1436423928412,923.1436423928412,922.0447268858829,923.1436423928412
