id,type,src,dst,app,latency,message,ctime,size,buffer
1,LINK,0,9,SimpleCase,7.000042056074767,M.A,10,900,0
1,LINK,0,11,SimpleCase,10.000047872340426,M.A,10,900,1
1,LINK,0,12,SimpleCase,10.000043062200957,M.A,10,900,2
1,LINK,0,13,SimpleCase,4.000035019455253,M.A,10,900,3
1,LINK,0,14,SimpleCase,4.000035433070866,M.A,10,900,4
1,LINK,0,15,SimpleCase,2.00005,M.A,10,900,5
1,LINK,0,17,SimpleCase,2.000036,M.A,10,900,6
2,LINK,1,10,SimpleCase,3.000037656903766,M.A,10,900,7
3,LINK,2,16,SimpleCase,5.000038961038961,M.A,10,900,8
4,LINK,3,18,SimpleCase,8.000037190082645,M.A,10,900,9
5,LINK,4,17,SimpleCase,5.000036,M.A,10,900,10
6,LINK,5,15,SimpleCase,2.00005,M.A,10,900,11
7,LINK,6,15,SimpleCase,8.00005,M.A,10,900,12
8,LINK,7,10,SimpleCase,6.000037656903766,M.A,10,900,13
1,LINK,7,17,SimpleCase,10.000036,M.A,12.000036,900,13
1,LINK,7,15,SimpleCase,1.00005,M.A,12.00005,900,12
6,LINK,7,15,SimpleCase,1.00005,M.A,12.00005,900,13
1,LINK,17,8,SimpleCase,1.00075,M.B,12.026823904858057,750,14
1,LINK,15,8,SimpleCase,5.00075,M.B,12.026837904858057,750,15
6,LINK,15,8,SimpleCase,5.00075,M.B,12.053625809716115,750,16
2,LINK,10,8,SimpleCase,4.00075,M.B,13.026825561761823,750,15
1,LINK,15,8,SimpleCase,5.00075,M.B,13.026887904858057,750,16
1,LINK,15,8,SimpleCase,5.00075,M.B,13.027573904858057,750,16
1,LINK,13,8,SimpleCase,6.00075,M.B,14.026822924313311,750,14
1,LINK,14,8,SimpleCase,4.00075,M.B,14.026823337928924,750,15
6,LINK,15,8,SimpleCase,5.00075,M.B,14.026937904858057,750,16
5,LINK,17,8,SimpleCase,1.00075,M.B,15.026823904858057,750,15
3,LINK,16,8,SimpleCase,8.00075,M.B,15.026826865897018,750,16
8,LINK,10,8,SimpleCase,4.00075,M.B,16.02682556176182,750,16
5,LINK,10,8,SimpleCase,4.00075,M.B,16.02757390485806,750,16
1,LINK,9,8,SimpleCase,4.00075,M.B,17.026829960932826,750,16
2,LINK,9,8,SimpleCase,4.00075,M.B,17.02757556176182,750,16
1,LINK,9,8,SimpleCase,4.00075,M.B,17.02758790485806,750,16
4,LINK,18,8,SimpleCase,9.00075,M.B,18.0268250949407,750,15
7,LINK,15,8,SimpleCase,5.00075,M.B,18.02683790485806,750,16
1,LINK,15,8,SimpleCase,5.00075,M.B,18.027573337928924,750,16
9,LINK,0,9,SimpleCase,7.000042056074767,M.A,20,900,17
9,LINK,0,11,SimpleCase,10.000047872340426,M.A,20,900,18
9,LINK,0,12,SimpleCase,10.000043062200957,M.A,20,900,19
9,LINK,0,13,SimpleCase,4.000035019455253,M.A,20,900,20
9,LINK,0,14,SimpleCase,4.000035433070866,M.A,20,900,21
9,LINK,0,15,SimpleCase,2.00005,M.A,20,900,22
9,LINK,0,17,SimpleCase,2.000036,M.A,20,900,23
10,LINK,1,16,SimpleCase,6.000038961038961,M.A,20,900,24
11,LINK,2,10,SimpleCase,1.0000376569037657,M.A,20,900,25
12,LINK,3,18,SimpleCase,8.000037190082645,M.A,20,900,26
13,LINK,4,10,SimpleCase,10.000037656903766,M.A,20,900,27
14,LINK,5,17,SimpleCase,3.000036,M.A,20,900,28
15,LINK,6,15,SimpleCase,8.00005,M.A,20,900,29
16,LINK,7,17,SimpleCase,10.000036,M.A,20,900,30
1,LINK,7,12,SimpleCase,9.000043062200957,M.A,20.00004306220096,900,30
1,LINK,7,11,SimpleCase,4.000047872340425,M.A,20.000047872340424,900,30
1,LINK,12,8,SimpleCase,9.00075,M.B,20.026830967059016,750,31
1,LINK,11,8,SimpleCase,3.00075,M.B,20.02683577719848,750,32
1,LINK,11,8,SimpleCase,3.00075,M.B,20.02757292431331,750,32
11,LINK,10,8,SimpleCase,4.00075,M.B,21.02682556176182,750,32
1,LINK,10,8,SimpleCase,4.00075,M.B,21.027579960932826,750,32
8,LINK,10,8,SimpleCase,4.00075,M.B,21.02832556176182,750,32
9,LINK,17,8,SimpleCase,1.00075,M.B,22.02682390485806,750,30
9,LINK,15,8,SimpleCase,5.00075,M.B,22.02683790485806,750,31
6,LINK,15,8,SimpleCase,5.00075,M.B,22.02833790485806,750,31
1,LINK,17,8,SimpleCase,1.00075,M.B,22.053611809716116,750,32
14,LINK,17,8,SimpleCase,1.00075,M.B,23.02682390485806,750,32
9,LINK,17,8,SimpleCase,1.00075,M.B,23.02757390485806,750,32
3,LINK,17,8,SimpleCase,1.00075,M.B,23.027576865897018,750,32
1,LINK,17,8,SimpleCase,1.00075,M.B,23.02758577719848,750,32
9,LINK,13,8,SimpleCase,6.00075,M.B,24.02682292431331,750,30
9,LINK,14,8,SimpleCase,4.00075,M.B,24.026823337928924,750,31
1,LINK,11,8,SimpleCase,3.00075,M.B,24.026883649538906,750,32
1,LINK,11,8,SimpleCase,3.00075,M.B,24.02832390485806,750,32
2,LINK,11,8,SimpleCase,3.00075,M.B,25.028329960932826,750,32
14,LINK,11,8,SimpleCase,3.00075,M.B,25.02907390485806,750,32
5,LINK,11,8,SimpleCase,3.00075,M.B,25.02907556176182,750,32
10,LINK,16,8,SimpleCase,8.00075,M.B,26.026826865897018,750,32
1,LINK,16,8,SimpleCase,8.00075,M.B,26.028335777198482,750,32
9,LINK,16,8,SimpleCase,8.00075,M.B,26.02982390485806,750,32
9,LINK,9,8,SimpleCase,4.00075,M.B,27.026829960932826,750,32
4,LINK,9,8,SimpleCase,4.00075,M.B,27.0275750949407,750,32
1,LINK,9,8,SimpleCase,4.00075,M.B,27.02908790485806,750,32
3,LINK,9,8,SimpleCase,4.00075,M.B,27.03057390485806,750,32
12,LINK,18,8,SimpleCase,9.00075,M.B,28.0268250949407,750,31
15,LINK,15,8,SimpleCase,5.00075,M.B,28.02683790485806,750,32
9,LINK,15,8,SimpleCase,5.00075,M.B,28.027573337928924,750,32
1,LINK,15,8,SimpleCase,5.00075,M.B,28.03132390485806,750,32
1,LINK,12,8,SimpleCase,9.00075,M.B,29.026874029259975,750,32
1,LINK,12,8,SimpleCase,9.00075,M.B,29.027580967059016,750,32
1,LINK,12,8,SimpleCase,9.00075,M.B,29.029079960932826,750,32
1,LINK,12,8,SimpleCase,9.00075,M.B,29.029085777198482,750,32
11,LINK,12,8,SimpleCase,9.00075,M.B,29.02982556176182,750,32
17,LINK,0,9,SimpleCase,7.000042056074767,M.A,30,900,33
17,LINK,0,11,SimpleCase,10.000047872340426,M.A,30,900,34
17,LINK,0,12,SimpleCase,10.000043062200957,M.A,30,900,35
17,LINK,0,13,SimpleCase,4.000035019455253,M.A,30,900,36
17,LINK,0,14,SimpleCase,4.000035433070866,M.A,30,900,37
17,LINK,0,15,SimpleCase,2.00005,M.A,30,900,38
17,LINK,0,17,SimpleCase,2.000036,M.A,30,900,39
18,LINK,1,16,SimpleCase,6.000038961038961,M.A,30,900,40
19,LINK,2,18,SimpleCase,4.000037190082645,M.A,30,900,41
20,LINK,3,10,SimpleCase,10.000037656903766,M.A,30,900,42
21,LINK,4,17,SimpleCase,5.000036,M.A,30,900,43
22,LINK,5,15,SimpleCase,2.00005,M.A,30,900,44
23,LINK,6,15,SimpleCase,8.00005,M.A,30,900,45
24,LINK,7,13,SimpleCase,7.000035019455253,M.A,30,900,46
13,LINK,7,10,SimpleCase,6.000037656903766,M.A,30.000037656903764,900,46
9,LINK,7,12,SimpleCase,9.000043062200957,M.A,30.000086124401918,900,46
9,LINK,7,11,SimpleCase,4.000047872340425,M.A,30.00009574468085,900,46
13,LINK,10,8,SimpleCase,4.00075,M.B,30.02682556176182,750,47
9,LINK,12,8,SimpleCase,9.00075,M.B,30.026874029259975,750,48
9,LINK,11,8,SimpleCase,3.00075,M.B,30.026883649538906,750,49
9,LINK,11,8,SimpleCase,3.00075,M.B,30.02757292431331,750,49
17,LINK,17,8,SimpleCase,1.00075,M.B,32.02682390485806,750,46
17,LINK,15,8,SimpleCase,5.00075,M.B,32.02683790485806,750,47
1,LINK,15,8,SimpleCase,5.00075,M.B,32.029835777198485,750,47
1,LINK,15,8,SimpleCase,5.00075,M.B,32.02983790485806,750,47
16,LINK,17,8,SimpleCase,1.00075,M.B,32.053611809716124,750,48
22,LINK,15,8,SimpleCase,5.00075,M.B,32.053625809716124,750,49
17,LINK,15,8,SimpleCase,5.00075,M.B,33.02757390485806,750,49
9,LINK,15,8,SimpleCase,5.00075,M.B,33.02982996093283,750,49
1,LINK,15,8,SimpleCase,5.00075,M.B,33.03057556176182,750,49
17,LINK,13,8,SimpleCase,6.00075,M.B,34.026822924313315,750,46
17,LINK,14,8,SimpleCase,4.00075,M.B,34.026823337928924,750,47
19,LINK,18,8,SimpleCase,9.00075,M.B,34.026825094940705,750,48
9,LINK,11,8,SimpleCase,3.00075,M.B,34.026931521879334,750,49
10,LINK,11,8,SimpleCase,3.00075,M.B,34.02757686589702,750,49
16,LINK,11,8,SimpleCase,3.00075,M.B,34.028323904858055,750,49
21,LINK,17,8,SimpleCase,1.00075,M.B,35.02682390485806,750,49
2,LINK,17,8,SimpleCase,1.00075,M.B,35.03058577719848,750,49
18,LINK,16,8,SimpleCase,8.00075,M.B,36.02682686589702,750,48
13,LINK,10,8,SimpleCase,4.00075,M.B,36.02686321866559,750,49
21,LINK,10,8,SimpleCase,4.00075,M.B,36.02757390485806,750,49
24,LINK,13,8,SimpleCase,6.00075,M.B,37.026822924313315,750,48
17,LINK,9,8,SimpleCase,4.00075,M.B,37.02682996093283,750,49
12,LINK,9,8,SimpleCase,4.00075,M.B,37.0275750949407,750,49
2,LINK,9,8,SimpleCase,4.00075,M.B,37.028323904858055,750,49
4,LINK,9,8,SimpleCase,4.00075,M.B,37.030579960932826,750,49
6,LINK,9,8,SimpleCase,4.00075,M.B,37.03058790485805,750,49
8,LINK,9,8,SimpleCase,4.00075,M.B,37.03132556176182,750,49
23,LINK,15,8,SimpleCase,5.00075,M.B,38.02683790485806,750,49
17,LINK,15,8,SimpleCase,5.00075,M.B,38.02757333792893,750,49
1,LINK,15,8,SimpleCase,5.00075,M.B,38.02833096705902,750,49
14,LINK,15,8,SimpleCase,5.00075,M.B,38.03133577719848,750,49
9,LINK,12,8,SimpleCase,9.00075,M.B,39.02691709146094,750,49
25,LINK,0,9,SimpleCase,7.000344497607656,M.A,40,900,50
25,LINK,0,11,SimpleCase,10.000280155642024,M.A,40,900,51
25,LINK,0,12,SimpleCase,10.000637168141592,M.A,40,900,52
25,LINK,0,13,SimpleCase,4.0003789473684215,M.A,40,900,53
25,LINK,0,14,SimpleCase,4.000274809160305,M.A,40,900,54
25,LINK,0,15,SimpleCase,2.0003636363636366,M.A,40,900,55
25,LINK,0,17,SimpleCase,2.000406779661017,M.A,40,900,56
26,LINK,1,18,SimpleCase,9.0003,M.A,40,900,57
27,LINK,2,16,SimpleCase,5.000315789473684,M.A,40,900,58
28,LINK,3,10,SimpleCase,10.000309012875537,M.A,40,900,59
29,LINK,4,17,SimpleCase,5.0004067796610165,M.A,40,900,60
30,LINK,5,15,SimpleCase,2.0003636363636366,M.A,40,900,61
31,LINK,6,15,SimpleCase,8.000363636363636,M.A,40,900,62
32,LINK,7,13,SimpleCase,7.0003789473684215,M.A,40,900,63
20,LINK,7,10,SimpleCase,6.000309012875537,M.A,40.000037656903764,900,63
17,LINK,7,12,SimpleCase,9.000637168141592,M.A,40.00012918660288,900,63
17,LINK,7,11,SimpleCase,4.000280155642024,M.A,40.00014361702127,900,63
20,LINK,10,8,SimpleCase,4.00075,M.B,40.026825561761825,750,64
17,LINK,12,8,SimpleCase,9.00075,M.B,40.02691709146094,750,65
17,LINK,11,8,SimpleCase,3.00075,M.B,40.026931521879334,750,66
17,LINK,11,8,SimpleCase,3.00075,M.B,40.02757292431332,750,66
1,LINK,11,8,SimpleCase,3.00075,M.B,41.03132996093282,750,66
13,LINK,11,8,SimpleCase,3.00075,M.B,41.032075561761815,750,66
5,LINK,11,8,SimpleCase,3.00075,M.B,41.032085777198475,750,66
25,LINK,15,8,SimpleCase,5.00075,M.B,42.0271515412217,750,64
25,LINK,17,8,SimpleCase,1.00075,M.B,42.02719468451908,750,65
1,LINK,17,8,SimpleCase,1.00075,M.B,42.028326865897014,750,65
7,LINK,17,8,SimpleCase,1.00075,M.B,42.03133790485805,750,65
30,LINK,15,8,SimpleCase,5.00075,M.B,42.05393944607976,750,66
25,LINK,15,8,SimpleCase,5.00075,M.B,43.027944684519085,750,66
25,LINK,14,8,SimpleCase,4.00075,M.B,44.02706271401836,750,64
25,LINK,13,8,SimpleCase,6.00075,M.B,44.02716685222648,750,65
